Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Desired_Savings,Disposable_Income,Gasto_Fijo,Gastos_variables,Grupo_edad
18354.95,49.0,3.0,Student,Tier_3,2753.24,0.0,1626.95,6663.56,7991.699999999999,3699.7,adulto
33581.78,27.0,4.0,Student,Tier_3,5037.27,3326.89,2261.12,7517.82,15627.81,7109.250000000001,joven
52327.36,35.0,3.0,Professional,Tier_2,10465.47,0.0,5621.2,17335.87,26175.78,8815.720000000001,adulto
27439.68,51.0,3.0,Professional,Tier_1,8231.91,0.0,2283.92,5708.82,16151.490000000002,5579.37,anciano
15756.05,46.0,3.0,Self_Employed,Tier_2,3151.21,0.0,916.48,5385.73,7715.23,2655.07,adulto
21548.47,41.0,4.0,Retired,Tier_3,3232.27,0.0,1506.86,7166.92,10501.11,3880.45,adulto
19157.83,48.0,1.0,Self_Employed,Tier_3,2873.67,0.0,1378.83,7843.89,7740.11,3573.81,adulto
22201.43,31.0,3.0,Self_Employed,Tier_2,4440.29,2485.3,1509.82,3623.36,11272.96,4819.82,adulto
30455.07,26.0,1.0,Self_Employed,Tier_2,6091.01,0.0,1721.57,9204.76,14523.22,6727.09,joven
34006.52,32.0,2.0,Retired,Tier_1,10201.96,0.0,1732.87,6696.46,20461.85,6848.2300000000005,adulto
34516.13,32.0,2.0,Retired,Tier_1,10354.84,0.0,2710.35,6944.47,21550.61,6021.05,adulto
21579.39,29.0,2.0,Professional,Tier_2,4315.88,1601.42,1868.12,5312.02,10570.14,4095.81,joven
33339.4,59.0,2.0,Student,Tier_2,6667.88,0.0,1988.71,10698.62,15750.97,6889.810000000001,anciano
20854.28,36.0,0.0,Professional,Tier_2,4170.86,0.0,1546.63,8028.38,8529.42,4296.48,adulto
25185.66,57.0,3.0,Self_Employed,Tier_2,5037.13,4563.33,1919.14,2533.18,13352.87,4736.27,anciano
27884.69,22.0,2.0,Retired,Tier_1,8365.41,0.0,1446.7,6048.04,16067.69,5768.969999999999,joven
28120.38,44.0,3.0,Professional,Tier_1,8436.11,0.0,2738.06,5896.5,17209.239999999998,5014.63,adulto
23557.7,44.0,4.0,Self_Employed,Tier_1,7067.31,0.0,1797.45,3686.25,15019.56,4851.88,adulto
28498.46,52.0,1.0,Retired,Tier_1,8549.54,0.0,2036.3,5968.09,17948.2,4582.17,anciano
13366.06,52.0,2.0,Student,Tier_2,2673.21,1154.88,1001.84,2971.05,6433.43,2806.71,anciano
19866.26,23.0,4.0,Student,Tier_2,3973.25,1158.59,1364.6,5149.22,9707.11,3851.34,joven
51067.03,43.0,1.0,Professional,Tier_1,15320.11,3514.34,6368.5,7601.13,30516.62,9434.94,adulto
23094.25,59.0,1.0,Retired,Tier_3,3464.14,3913.44,1498.14,4184.47,9922.81,5073.53,anciano
25290.58,30.0,4.0,Professional,Tier_3,3793.59,0.0,2306.82,9012.05,11294.81,4983.719999999999,adulto
44618.86,46.0,0.0,Student,Tier_1,13385.66,0.0,6254.77,13832.45,23037.66,7748.749999999999,adulto
19549.39,26.0,0.0,Student,Tier_1,5864.82,0.0,988.21,5572.19,10264.71,3712.49,joven
45168.37,49.0,2.0,Self_Employed,Tier_2,9033.67,5107.8,6629.26,9514.11,21654.480000000003,8891.98,adulto
57604.36,39.0,2.0,Retired,Tier_2,11520.87,0.0,8307.28,17239.68,29357.45,11007.22,adulto
28867.79,51.0,3.0,Professional,Tier_2,5773.56,2826.07,2369.33,6366.24,15017.44,4658.030000000001,anciano
25911.24,27.0,1.0,Professional,Tier_2,5182.25,0.0,1857.05,8012.71,12373.3,5525.23,joven
22552.79,42.0,4.0,Self_Employed,Tier_1,6765.84,1613.81,1364.85,3369.01,13630.94,3939.03,adulto
31105.22,36.0,2.0,Professional,Tier_2,6221.04,0.0,2693.07,10585.09,15212.52,5307.6,adulto
31254.26,50.0,2.0,Retired,Tier_3,4688.14,0.0,2732.85,9336.1,14741.13,7177.02,adulto
38844.91,30.0,1.0,Retired,Tier_2,7768.98,0.0,2417.75,11344.06,19928.0,7572.83,adulto
28571.06,24.0,4.0,Student,Tier_1,8571.32,0.0,2562.75,6018.34,16941.62,5611.099999999999,joven
44763.35,51.0,2.0,Self_Employed,Tier_1,13429.01,0.0,5486.96,9907.6,25550.02,9305.74,anciano
19576.25,39.0,4.0,Professional,Tier_3,2936.44,0.0,1952.95,7156.83,8607.29,3812.16,adulto
42479.15,47.0,2.0,Retired,Tier_1,12743.75,0.0,5995.8,8798.92,25643.38,8036.849999999999,adulto
43883.66,40.0,1.0,Retired,Tier_2,8776.73,0.0,5776.02,13846.2,21762.83,8274.640000000001,adulto
42128.0,36.0,1.0,Professional,Tier_3,6319.2,0.0,4294.21,16704.26,17976.26,7447.48,adulto
44853.12,53.0,1.0,Self_Employed,Tier_3,6727.97,0.0,6614.57,17202.6,18740.370000000003,8910.17,anciano
18836.03,52.0,2.0,Student,Tier_2,3767.21,1398.28,1721.18,4026.66,9810.5,3600.58,anciano
11729.34,38.0,4.0,Self_Employed,Tier_2,2345.87,0.0,947.16,3541.87,5650.47,2537.0,adulto
25606.52,49.0,3.0,Student,Tier_3,3840.98,0.0,1389.49,9669.85,10785.08,5151.57,adulto
27617.58,60.0,0.0,Self_Employed,Tier_2,5523.52,0.0,1664.49,11472.33,11344.14,4801.12,anciano
51643.02,54.0,0.0,Professional,Tier_3,7746.45,3328.58,6692.32,19268.27,19191.83,9854.34,anciano
28846.07,34.0,4.0,Self_Employed,Tier_2,5769.21,0.0,1444.26,9334.12,14724.22,4787.73,adulto
26388.0,41.0,3.0,Professional,Tier_2,5277.6,0.0,1321.25,5773.98,14582.91,6031.12,adulto
39090.46,29.0,3.0,Professional,Tier_3,5863.57,4008.91,2783.21,11228.36,17100.84,6752.360000000001,joven
60626.43,31.0,1.0,Professional,Tier_2,12125.29,0.0,8000.6,17374.26,30952.2,12299.97,adulto
12670.75,24.0,3.0,Professional,Tier_1,3801.23,0.0,951.61,2724.36,7489.14,2457.25,joven
38540.25,49.0,2.0,Professional,Tier_2,7708.05,0.0,3443.33,11970.91,20018.9,6550.4400000000005,adulto
51979.53,46.0,4.0,Retired,Tier_1,15593.86,3727.5,7147.91,9525.65,29300.03,9426.35,adulto
12328.74,56.0,0.0,Retired,Tier_2,2465.75,0.0,835.91,4608.69,5395.16,2324.9,anciano
29152.39,26.0,3.0,Student,Tier_3,4372.86,0.0,1589.07,8857.28,13737.47,6557.65,joven
19609.88,31.0,0.0,Student,Tier_1,5882.97,0.0,1898.89,5146.76,10248.43,4214.71,adulto
39589.56,42.0,4.0,Student,Tier_2,7917.91,0.0,2864.5,8826.97,21853.1,8909.48,adulto
29235.18,46.0,4.0,Professional,Tier_2,5847.04,0.0,1782.51,8010.91,14914.4,6309.87,adulto
50080.5,46.0,2.0,Professional,Tier_1,15024.15,0.0,7385.2,9288.42,30551.95,10240.13,adulto
33104.19,35.0,1.0,Self_Employed,Tier_2,6620.84,1685.62,2617.82,7787.79,17802.8,5827.98,adulto
27404.16,48.0,2.0,Professional,Tier_1,8221.25,0.0,1954.98,4026.35,17249.42,6128.410000000001,adulto
36140.96,34.0,2.0,Self_Employed,Tier_2,7228.19,5580.82,1884.89,4782.08,19231.65,6546.390000000001,adulto
16375.5,23.0,1.0,Self_Employed,Tier_1,4912.65,0.0,999.87,3253.22,9706.22,3416.0799999999995,joven
35897.55,50.0,2.0,Retired,Tier_2,7179.51,2751.95,2316.05,8561.8,17726.45,6857.35,adulto
38776.95,31.0,3.0,Retired,Tier_2,7755.39,0.0,3742.41,12940.9,19416.07,6419.96,adulto
35038.2,53.0,3.0,Self_Employed,Tier_2,7007.64,0.0,1864.78,11083.58,17752.52,6202.110000000001,anciano
37741.57,58.0,1.0,Retired,Tier_2,7548.31,4302.96,2932.13,7323.17,18902.95,7212.5,anciano
15419.51,49.0,4.0,Professional,Tier_2,3083.9,0.0,1299.03,4631.6,8257.11,2530.81,adulto
18003.59,35.0,3.0,Self_Employed,Tier_2,3600.72,0.0,1454.65,5268.1,9229.92,3505.58,adulto
15625.39,59.0,2.0,Student,Tier_2,3125.08,0.0,1557.4,4811.98,8060.459999999999,2752.95,anciano
31759.77,24.0,0.0,Professional,Tier_2,6351.95,2775.68,1640.57,8467.9,14091.64,6424.55,joven
17195.39,22.0,2.0,Self_Employed,Tier_2,3439.08,1364.4,1009.61,4080.41,8702.42,3048.16,joven
21850.28,25.0,1.0,Retired,Tier_2,4370.06,0.0,1430.58,7384.79,10675.6,3789.88,joven
70520.32,44.0,1.0,Retired,Tier_2,14104.06,0.0,10136.62,21296.63,35278.04,13945.64,adulto
48642.33,59.0,4.0,Student,Tier_2,9728.47,0.0,6907.52,14289.27,24620.59,9732.47,anciano
39256.36,59.0,4.0,Student,Tier_2,7851.27,0.0,3735.64,13359.32,18955.620000000003,6941.43,anciano
25008.52,28.0,3.0,Retired,Tier_1,7502.55,1903.45,2073.7,3807.74,14977.09,4320.24,joven
15518.75,36.0,0.0,Professional,Tier_1,4655.63,2046.38,920.24,2514.68,7926.02,3031.6800000000003,adulto
16876.29,33.0,4.0,Retired,Tier_2,3375.26,0.0,1586.97,4628.48,8494.36,3753.46,adulto
30016.39,29.0,2.0,Professional,Tier_2,6003.28,2638.52,1915.29,8611.69,13673.11,5093.080000000001,joven
15934.36,60.0,4.0,Self_Employed,Tier_3,2390.15,1741.29,1288.19,3677.67,7886.49,2628.91,anciano
16075.8,39.0,1.0,Professional,Tier_3,2411.37,0.0,1314.29,5454.41,7642.37,2979.0199999999995,adulto
21520.94,41.0,3.0,Professional,Tier_2,4304.19,0.0,2118.67,7975.44,9763.35,3782.15,adulto
30827.87,22.0,4.0,Self_Employed,Tier_1,9248.36,1843.65,2962.07,4495.89,18282.61,6205.7300000000005,joven
32795.64,38.0,4.0,Student,Tier_1,9838.69,5110.48,2327.54,2327.54,18659.57,6698.05,adulto
41175.9,35.0,3.0,Professional,Tier_2,8235.18,0.0,5705.17,12092.6,20968.57,8114.74,adulto
52220.86,56.0,2.0,Professional,Tier_2,10444.17,0.0,6490.36,14059.82,28418.3,9742.74,anciano
53995.86,22.0,2.0,Professional,Tier_2,10799.17,5406.85,8065.22,11617.28,28393.08,8578.65,joven
23899.88,38.0,3.0,Retired,Tier_2,4779.98,0.0,2145.47,6674.3,12574.3,4651.28,adulto
61369.63,22.0,4.0,Student,Tier_1,18410.89,0.0,7518.9,13710.35,36997.63,10661.65,joven
39740.92,36.0,0.0,Professional,Tier_2,7948.18,3344.41,2036.14,12408.37,16371.35,7616.799999999999,adulto
15390.32,46.0,4.0,Retired,Tier_2,3078.06,2432.17,962.23,2837.53,7564.799999999999,2555.83,adulto
55280.55,22.0,0.0,Self_Employed,Tier_2,11056.11,0.0,5605.16,20643.66,24234.06,10402.839999999998,joven
18083.38,55.0,3.0,Self_Employed,Tier_2,3616.68,2571.11,1789.18,2299.3,9466.8,3746.18,anciano
18061.25,22.0,4.0,Student,Tier_3,2709.19,0.0,1000.04,6849.45,7872.06,3339.74,joven
54409.89,50.0,2.0,Retired,Tier_2,10881.98,0.0,7231.42,15502.54,27468.86,11438.5,adulto
42032.13,52.0,4.0,Retired,Tier_2,8406.43,0.0,5446.42,12533.16,21092.5,8406.470000000001,anciano
22871.68,32.0,1.0,Self_Employed,Tier_1,6861.5,0.0,1786.68,5931.87,12446.99,4492.81,adulto
40336.08,52.0,0.0,Retired,Tier_3,6050.41,0.0,4877.4,18420.76,13570.84,8344.48,anciano
27172.66,25.0,1.0,Professional,Tier_3,4075.9,0.0,1643.67,9316.11,12937.91,4918.639999999999,joven
25923.3,55.0,3.0,Student,Tier_1,7776.99,0.0,1504.49,7210.17,14539.44,4173.68,anciano
13588.6,39.0,2.0,Student,Tier_1,4076.58,0.0,901.54,3308.4,7656.309999999999,2623.88,adulto
29171.47,34.0,4.0,Self_Employed,Tier_1,8751.44,0.0,1828.07,5817.37,18145.33,5208.78,adulto
15680.17,33.0,2.0,Self_Employed,Tier_3,2352.03,0.0,1054.34,5519.45,6935.24,3225.48,adulto
56120.23,23.0,4.0,Professional,Tier_1,16836.07,0.0,5826.43,12689.09,33178.15,10253.0,joven
46610.95,47.0,3.0,Self_Employed,Tier_2,9322.19,0.0,6309.86,15054.83,23877.92000000001,7678.19,adulto
15497.43,28.0,2.0,Professional,Tier_2,3099.49,0.0,932.44,4387.24,8453.42,2656.79,joven
33807.69,44.0,4.0,Student,Tier_2,6761.54,0.0,3179.9,10736.27,17172.6,5898.81,adulto
40145.47,39.0,3.0,Student,Tier_1,12043.64,0.0,5770.85,8935.56,23475.38,7734.540000000001,adulto
30172.78,23.0,2.0,Student,Tier_2,6034.56,0.0,2242.22,8971.67,16326.860000000002,4874.25,joven
34109.95,58.0,4.0,Retired,Tier_1,10232.98,3915.08,2952.1,3911.64,20291.42,5991.81,anciano
22492.14,48.0,2.0,Retired,Tier_2,4498.43,0.0,2193.46,7013.75,11284.25,4194.15,adulto
16755.65,60.0,3.0,Student,Tier_2,3351.13,0.0,1503.11,4792.38,8636.69,3326.5800000000004,anciano
40442.3,23.0,0.0,Retired,Tier_1,12132.69,4724.81,5053.71,8198.57,19527.42,7991.49,joven
38517.01,37.0,4.0,Student,Tier_2,7703.4,0.0,2883.88,10979.61,20553.13,6984.259999999999,adulto
26775.31,48.0,4.0,Professional,Tier_2,5355.06,3566.14,1481.76,4080.39,14320.55,4808.23,adulto
39336.28,55.0,0.0,Professional,Tier_1,11800.88,0.0,2895.85,11191.8,20884.58,7259.889999999999,anciano
60282.97,44.0,4.0,Professional,Tier_1,18084.89,0.0,7969.73,13505.04,34860.31,11917.61,adulto
28486.96,48.0,2.0,Professional,Tier_2,5697.39,0.0,2062.56,8998.65,13806.54,5681.77,adulto
31800.97,41.0,3.0,Student,Tier_2,6360.19,3335.86,2214.41,6443.74,15951.95,6069.42,adulto
31809.18,30.0,3.0,Retired,Tier_3,4771.38,0.0,1911.23,10649.68,14396.32,6763.18,adulto
26602.44,42.0,4.0,Retired,Tier_3,3990.37,0.0,1913.92,8902.83,12474.03,5225.6,adulto
28056.58,58.0,3.0,Self_Employed,Tier_2,5611.32,0.0,1515.0,8127.04,14577.37,5352.16,anciano
21897.52,46.0,4.0,Student,Tier_3,3284.63,0.0,1498.69,7944.94,9704.08,4248.51,adulto
34610.36,48.0,4.0,Retired,Tier_3,5191.55,5605.98,2754.27,6928.15,15695.54,6380.6900000000005,adulto
48602.41,56.0,2.0,Self_Employed,Tier_2,9720.48,3566.33,5696.71,12238.62,23569.06,9228.41,anciano
37077.77,22.0,2.0,Self_Employed,Tier_2,7415.55,4388.61,2676.17,7356.79,18614.36,6718.01,joven
26571.14,51.0,1.0,Professional,Tier_1,7971.34,0.0,1750.31,5687.76,15758.67,5124.719999999999,anciano
45965.21,31.0,1.0,Student,Tier_3,6894.78,0.0,4931.2,17237.78,19507.95,9219.47,adulto
60277.26,27.0,4.0,Student,Tier_3,9041.59,0.0,7756.52,20878.85,27560.14,11838.27,joven
23315.72,46.0,4.0,Student,Tier_2,4663.14,0.0,2158.54,7413.27,12011.87,3890.58,adulto
18987.87,33.0,3.0,Professional,Tier_2,3797.57,0.0,1178.4,5292.08,10042.46,3653.31,adulto
39145.42,55.0,2.0,Retired,Tier_3,5871.81,0.0,2092.64,15328.05,16541.0,7276.37,anciano
25103.84,55.0,2.0,Professional,Tier_3,3765.58,0.0,1754.61,8750.0,11133.52,5220.320000000001,anciano
14413.15,46.0,1.0,Professional,Tier_2,2882.63,0.0,1215.16,4623.24,7058.37,2731.5400000000004,adulto
15358.37,34.0,4.0,Professional,Tier_2,3071.67,0.0,1434.14,4987.32,7816.880000000001,2554.16,adulto
26813.28,30.0,4.0,Self_Employed,Tier_3,4021.99,0.0,1948.81,10637.7,11572.36,4603.21,adulto
38370.45,23.0,0.0,Professional,Tier_1,11511.13,0.0,2121.7,11420.95,20835.370000000003,6114.13,joven
42116.98,49.0,4.0,Professional,Tier_3,6317.55,0.0,5066.65,14004.59,20130.76,7981.629999999999,adulto
30961.83,53.0,0.0,Retired,Tier_3,4644.27,0.0,2800.26,14695.37,10750.88,5515.58,anciano
37562.45,24.0,1.0,Professional,Tier_2,7512.49,0.0,2569.2,11582.22,19791.4,6188.820000000001,joven
25946.54,57.0,3.0,Student,Tier_2,5189.31,2547.26,1897.73,6670.38,12315.17,4413.74,anciano
27553.45,28.0,4.0,Self_Employed,Tier_1,8266.04,0.0,1887.55,4686.46,17561.11,5305.879999999999,joven
18239.13,36.0,3.0,Professional,Tier_2,3647.83,1285.53,1570.15,3774.2,9489.26,3690.14,adulto
47817.3,22.0,0.0,Retired,Tier_1,14345.19,0.0,5280.48,14117.48,24387.28,9312.53,joven
44642.94,46.0,1.0,Retired,Tier_2,8928.59,6141.98,5046.3,7234.78,22404.83,8861.35,adulto
15465.94,28.0,1.0,Self_Employed,Tier_3,2319.89,1487.21,1239.19,3570.5,7229.549999999999,3178.67,joven
33691.59,30.0,1.0,Student,Tier_3,5053.74,0.0,2689.53,13364.42,14046.68,6280.490000000001,adulto
56584.66,46.0,3.0,Retired,Tier_2,11316.93,0.0,7265.43,17288.09,28117.680000000004,11178.87,adulto
27209.11,49.0,4.0,Student,Tier_2,5441.82,0.0,2227.32,7434.95,14491.94,5282.21,adulto
26409.07,57.0,4.0,Self_Employed,Tier_1,7922.72,0.0,2263.89,6625.13,14997.58,4786.360000000001,anciano
22303.22,60.0,3.0,Student,Tier_1,6690.97,0.0,1647.31,5080.15,13078.990000000002,4144.1,anciano
16936.19,27.0,1.0,Professional,Tier_2,3387.24,3301.03,1089.75,2173.25,8478.61,2983.29,joven
45523.16,42.0,0.0,Retired,Tier_2,9104.63,0.0,4687.59,15258.99,20680.67,9583.51,adulto
38804.66,28.0,4.0,Self_Employed,Tier_2,7760.93,0.0,2176.34,10611.79,20329.03,7863.84,joven
34317.15,45.0,2.0,Self_Employed,Tier_2,6863.43,0.0,3182.94,10215.66,17117.71,6983.780000000001,adulto
25945.41,56.0,2.0,Student,Tier_3,3891.81,0.0,2483.87,10289.1,11200.309999999998,4456.0,anciano
34604.33,25.0,2.0,Student,Tier_2,6920.87,4683.06,3268.72,6529.29,17124.73,6267.25,joven
18773.67,49.0,0.0,Student,Tier_2,3754.73,2115.08,1273.81,4759.48,8186.59,3712.51,adulto
20960.04,24.0,2.0,Self_Employed,Tier_2,4192.01,0.0,1350.18,6492.92,10033.42,4433.7,joven
17242.84,52.0,3.0,Self_Employed,Tier_2,3448.57,0.0,1549.12,5523.18,8626.949999999999,3092.72,anciano
32588.12,39.0,2.0,Professional,Tier_1,9776.44,0.0,2415.88,7501.11,18803.08,6283.93,adulto
29734.97,25.0,2.0,Student,Tier_2,5946.99,0.0,1571.84,8139.02,15732.65,5863.29,joven
57963.95,32.0,3.0,Self_Employed,Tier_2,11592.79,5021.95,6459.92,11794.78,29874.7,11272.51,adulto
13748.15,56.0,3.0,Student,Tier_2,2749.63,1345.53,1186.42,2999.51,6557.88,2845.24,anciano
51057.86,46.0,2.0,Professional,Tier_2,10211.57,5772.12,6895.23,9000.3,25919.04,10366.41,adulto
19276.0,26.0,2.0,Student,Tier_2,3855.2,0.0,1566.96,5665.05,9677.69,3933.26,joven
66863.77,59.0,3.0,Self_Employed,Tier_2,13372.75,0.0,9776.41,19318.75,33953.69,13591.330000000002,anciano
20148.72,57.0,1.0,Self_Employed,Tier_3,3022.31,0.0,1267.06,7248.4,9398.61,3501.7200000000003,anciano
16048.17,37.0,2.0,Self_Employed,Tier_1,4814.45,870.86,1478.75,2109.98,10585.2,2482.1000000000004,adulto
16337.04,51.0,2.0,Retired,Tier_2,3267.41,0.0,1510.03,4424.8,8290.599999999999,3621.64,anciano
43747.36,38.0,2.0,Student,Tier_2,8749.47,0.0,5053.06,12456.81,22797.32,8493.220000000001,adulto
28003.84,59.0,1.0,Student,Tier_3,4200.58,3324.77,2545.02,8334.28,11600.15,4744.64,anciano
26600.79,46.0,2.0,Student,Tier_2,5320.16,0.0,2542.22,7474.49,14300.04,4826.26,adulto
23100.18,55.0,0.0,Retired,Tier_2,4620.04,4215.75,1772.96,4352.81,9668.15,4863.46,anciano
13028.45,55.0,2.0,Professional,Tier_2,2605.69,1036.1,834.17,2879.17,6649.67,2463.51,anciano
19312.56,36.0,2.0,Retired,Tier_2,3862.51,3205.76,965.66,3111.79,9329.59,3665.44,adulto
38639.85,34.0,0.0,Student,Tier_2,7727.97,0.0,3378.62,15376.76,15404.78,7858.309999999999,adulto
34675.99,35.0,2.0,Self_Employed,Tier_2,6935.2,3160.47,2737.08,6938.35,18132.52,6444.650000000001,adulto
47948.62,44.0,1.0,Student,Tier_2,9589.72,0.0,6204.66,15490.03,23478.51,8980.08,adulto
21569.2,31.0,2.0,Self_Employed,Tier_1,6470.76,0.0,1103.78,4668.49,12367.500000000002,4533.22,adulto
24746.03,25.0,2.0,Student,Tier_1,7423.81,1777.0,1278.51,3204.79,14763.02,5001.219999999999,joven
30189.72,26.0,4.0,Student,Tier_2,6037.94,3161.06,2859.42,6048.17,15401.23,5579.25,joven
23120.24,38.0,4.0,Self_Employed,Tier_1,6936.07,0.0,1621.89,4718.21,13968.12,4433.9,adulto
26304.22,60.0,0.0,Retired,Tier_3,3945.63,0.0,2525.91,10958.19,10579.7,4766.330000000001,anciano
35547.58,52.0,4.0,Retired,Tier_1,10664.27,3546.65,2729.3,4209.69,20316.45,7474.79,anciano
13551.68,31.0,3.0,Self_Employed,Tier_1,4065.5,0.0,960.31,2554.55,8343.2,2653.94,adulto
13309.72,44.0,4.0,Retired,Tier_1,3992.91,0.0,879.01,3606.46,7555.499999999999,2147.74,adulto
11329.06,35.0,0.0,Professional,Tier_1,3398.72,0.0,1004.69,3096.77,5832.650000000001,2399.64,adulto
34081.93,31.0,0.0,Student,Tier_1,10224.58,0.0,2772.74,10469.64,18106.85,5505.4400000000005,adulto
14687.07,25.0,4.0,Self_Employed,Tier_1,4406.12,0.0,1238.83,2983.61,8760.73,2942.73,joven
45244.85,25.0,1.0,Retired,Tier_2,9048.97,2946.44,6380.73,12796.54,21151.8,8350.08,joven
30844.81,54.0,4.0,Retired,Tier_1,9253.44,0.0,2029.92,7030.41,18113.87,5700.52,anciano
57388.06,34.0,3.0,Self_Employed,Tier_3,8608.21,0.0,7235.24,16485.75,29130.11,11772.21,adulto
13546.22,30.0,3.0,Retired,Tier_2,2709.24,0.0,1216.77,3711.48,6943.68,2891.04,adulto
41986.6,31.0,1.0,Self_Employed,Tier_2,8397.32,0.0,5866.04,11682.57,22613.68,7690.36,adulto
15119.7,58.0,0.0,Retired,Tier_3,2267.96,1591.09,1259.21,5157.82,5713.82,2656.97,anciano
32438.1,58.0,1.0,Retired,Tier_3,4865.72,0.0,3234.38,12027.24,14577.3,5833.57,anciano
22085.99,37.0,1.0,Retired,Tier_1,6625.8,0.0,2044.45,4640.91,13391.05,4054.03,adulto
27172.74,55.0,2.0,Retired,Tier_1,8151.82,0.0,2310.23,5986.11,16348.6,4838.02,anciano
21824.95,29.0,2.0,Student,Tier_3,3273.74,0.0,1876.0,7015.86,10096.6,4712.4800000000005,joven
21786.23,39.0,1.0,Self_Employed,Tier_2,4357.25,0.0,1377.33,7203.46,10460.28,4122.51,adulto
37212.07,54.0,3.0,Professional,Tier_2,7442.41,0.0,3530.04,12219.16,17734.67,7258.23,anciano
28941.69,56.0,4.0,Retired,Tier_3,4341.25,3775.58,1492.64,7061.7,11521.03,6583.380000000001,anciano
34715.91,48.0,0.0,Professional,Tier_2,6943.18,0.0,1995.94,12713.76,15203.15,6799.02,adulto
17550.9,30.0,3.0,Student,Tier_1,5265.27,0.0,1504.87,4193.24,10170.25,3187.4100000000003,adulto
11707.84,55.0,0.0,Retired,Tier_1,3512.35,0.0,1155.85,3610.21,5939.909999999999,2157.72,anciano
44311.56,57.0,4.0,Professional,Tier_2,8862.31,0.0,5344.68,14246.18,22244.04,7821.35,anciano
25512.74,27.0,2.0,Student,Tier_1,7653.82,0.0,1304.6,5566.94,15144.009999999998,4801.79,joven
19659.48,46.0,3.0,Professional,Tier_1,5897.84,1361.86,1044.05,2786.27,11623.59,3887.74,adulto
68721.87,57.0,4.0,Retired,Tier_2,13744.37,0.0,8820.19,21828.77,31815.38,15077.739999999998,anciano
21827.07,35.0,4.0,Professional,Tier_2,4365.41,0.0,1338.57,6869.3,11066.84,3890.91,adulto
23405.04,41.0,4.0,Student,Tier_2,4681.01,0.0,1231.2,7918.89,11757.090000000002,3729.05,adulto
17002.6,31.0,0.0,Professional,Tier_3,2550.39,0.0,1478.27,7802.17,6699.52,2500.92,adulto
65648.12,42.0,1.0,Student,Tier_2,13129.62,0.0,9820.84,20728.05,34232.03,10688.05,adulto
58193.93,44.0,1.0,Retired,Tier_1,17458.18,0.0,6397.02,13164.52,34714.67,10314.75,adulto
20714.75,48.0,1.0,Professional,Tier_2,4142.95,0.0,1761.09,6177.63,9815.739999999998,4721.39,adulto
26608.87,41.0,0.0,Retired,Tier_2,5321.77,0.0,2014.53,11656.78,10418.81,4533.29,adulto
19716.73,47.0,3.0,Student,Tier_3,2957.51,0.0,1906.63,7600.93,8863.92,3251.88,adulto
44528.14,50.0,1.0,Student,Tier_3,6679.22,0.0,5626.08,18227.55,18448.460000000003,7852.13,adulto
22393.99,44.0,3.0,Retired,Tier_2,4478.8,0.0,2010.71,7505.89,11076.31,3811.8,adulto
26579.97,50.0,2.0,Professional,Tier_2,5315.99,0.0,1655.71,7913.22,13070.2,5596.56,adulto
16810.52,47.0,0.0,Professional,Tier_2,3362.1,0.0,1012.41,6628.89,7220.44,2961.19,adulto
20897.67,32.0,4.0,Professional,Tier_2,4179.53,1966.53,1852.95,4478.4,9717.38,4735.37,adulto
15954.27,46.0,1.0,Self_Employed,Tier_2,3190.85,0.0,1229.34,5315.94,8095.97,2542.37,adulto
29831.4,45.0,3.0,Self_Employed,Tier_2,5966.28,4156.59,1838.61,5546.42,14352.080000000002,5776.29,adulto
25247.06,49.0,2.0,Student,Tier_1,7574.12,0.0,1647.65,6026.94,14863.64,4356.48,adulto
22280.48,53.0,4.0,Student,Tier_2,4456.1,4173.86,1296.85,2806.72,11756.97,3542.94,anciano
16750.5,47.0,0.0,Retired,Tier_2,3350.1,2100.47,1463.52,3917.69,7440.89,3291.45,adulto
38737.85,59.0,2.0,Student,Tier_1,11621.35,5003.19,3032.48,3032.48,23628.6,7073.56,anciano
33552.36,55.0,0.0,Student,Tier_1,10065.71,0.0,3278.98,8379.48,18383.09,6789.78,anciano
12469.71,32.0,4.0,Professional,Tier_1,3740.91,0.0,1028.82,2731.37,7477.75,2260.59,adulto
16604.94,39.0,2.0,Student,Tier_2,3320.99,1528.4,1565.53,3804.24,7913.15,3359.14,adulto
36437.6,33.0,4.0,Retired,Tier_3,5465.64,4108.62,3633.17,6972.47,17539.49,7817.009999999999,adulto
25640.49,33.0,3.0,Student,Tier_2,5128.1,0.0,2120.77,8297.39,13029.18,4313.93,adulto
38189.38,31.0,2.0,Professional,Tier_2,7637.88,0.0,3283.87,13564.04,17431.4,7193.929999999999,adulto
34523.02,23.0,3.0,Professional,Tier_2,6904.6,0.0,2985.03,9977.32,17501.75,7043.96,joven
14716.11,34.0,4.0,Professional,Tier_3,2207.42,0.0,1010.4,5209.63,6581.36,2925.12,adulto
28500.89,48.0,0.0,Self_Employed,Tier_2,5700.18,5047.99,1522.33,6306.94,11825.18,5320.780000000001,adulto
46073.14,59.0,2.0,Professional,Tier_1,13821.94,0.0,4769.85,11783.93,26396.980000000003,7892.22,anciano
33637.33,37.0,1.0,Professional,Tier_2,6727.47,2267.19,1978.26,6825.31,16719.27,7825.549999999999,adulto
