Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income
116881.81,34,2,Self_Employed,Tier_2,23376.36,0.0,5049.51,16372.62,8588.09,4223.85,2800.17,4732.78,4797.51,11572.28,2872.4,24.08,28145.13,32496.23
70699.03,49,2,Self_Employed,Tier_2,14139.81,0.0,1858.87,9094.88,5492.67,1857.25,3456.05,3932.41,2553.37,4576.25,716.45,14.95,10572.59,23021.02
34942.57,42,1,Student,Tier_2,6988.51,0.0,1699.3,3784.58,2515.92,1612.93,1077.84,1782.06,1347.87,3396.13,612.39,5.13,1793.34,10125.04
63703.9,47,2,Self_Employed,Tier_1,19111.17,0.0,2630.57,8842.13,3291.79,3048.54,2238.86,4075.56,2036.1,5158.62,1630.19,12.54,7989.43,11640.36
13133.66,44,3,Retired,Tier_3,1970.05,0.0,599.71,1909.96,905.31,628.55,592.64,1011.34,594.97,839.57,362.15,8.17,1073.14,3719.41
41245.38,44,0,Self_Employed,Tier_1,12373.61,4555.7,1503.25,5097.8,2663.12,1655.85,1813.66,2166.03,1658.91,0.0,930.64,11.1,4576.21,6826.8
127567.09,63,2,Self_Employed,Tier_3,19135.06,17595.59,4669.21,13304.9,10137.93,5096.15,5054.23,7076.98,5423.34,9168.0,2690.63,21.77,27765.43,28215.06
25197.9,48,3,Self_Employed,Tier_2,5039.58,3089.54,1240.83,3738.82,1735.48,626.16,807.24,1910.14,1109.28,1270.12,475.83,9.58,2414.8,4154.87
15227.31,62,3,Retired,Tier_2,3045.46,0.0,358.05,1652.79,831.86,350.74,727.58,1136.25,703.12,902.79,417.28,8.07,1228.98,5101.38
17805.84,43,4,Student,Tier_2,3561.17,1951.51,666.4,2487.67,953.94,512.5,637.32,800.96,712.76,1450.2,407.65,6.33,1126.93,3663.77
12547.12,31,4,Retired,Tier_2,2509.42,672.72,276.57,1872.14,680.56,326.41,506.56,860.67,420.58,1210.27,149.43,8.48,1063.83,3061.8
16012.79,38,2,Self_Employed,Tier_1,4803.84,0.0,795.93,1834.96,937.07,478.14,422.51,969.14,772.19,1221.96,279.69,5.07,812.35,3497.35
22304.55,45,4,Professional,Tier_1,6691.37,0.0,868.16,2341.29,1637.17,719.78,600.92,1720.57,932.34,1996.47,417.34,6.7,1494.75,4379.17
9744.9,32,3,Professional,Tier_3,1461.73,0.0,219.12,1369.56,677.41,347.79,243.24,514.2,344.85,973.1,125.16,9.49,924.46,3468.74
30377.19,47,3,Retired,Tier_3,4556.58,0.0,868.22,3143.26,2014.12,1071.51,1330.93,2008.99,1179.33,2905.11,319.96,9.94,3018.91,10979.18
61745.38,42,4,Professional,Tier_1,18523.61,0.0,2885.43,7805.21,4301.62,3007.17,1411.17,4791.11,2027.91,5122.42,709.94,10.7,6604.24,11159.8
14512.24,28,0,Retired,Tier_2,2902.45,0.0,325.73,1981.36,1072.33,673.55,441.22,842.38,567.99,0.0,373.65,8.57,1243.21,5331.6
101152.02,61,4,Student,Tier_1,30345.61,17884.56,2854.93,13356.74,5471.81,3122.6,5033.11,6830.29,4879.38,7900.75,3025.42,18.07,446.82,446.82
45142.81,28,0,Retired,Tier_2,9028.56,8705.51,1586.69,5791.34,3250.38,2103.94,1812.35,3281.55,1375.41,0.0,700.49,12.63,5701.72,7506.61
68419.77,45,4,Retired,Tier_2,13683.95,0.0,3385.22,7698.33,5012.67,1425.18,1576.71,4258.77,2631.67,4131.81,1149.49,10.87,7437.95,23465.97
17724.18,22,3,Retired,Tier_2,3544.84,0.0,465.24,2052.56,1399.27,807.91,727.89,981.35,769.48,948.9,438.01,5.54,981.27,5588.74
59431.09,45,3,Self_Employed,Tier_2,11886.22,0.0,2601.36,7008.67,4617.73,1264.73,2518.86,3512.22,1864.55,4359.51,1408.14,12.09,7186.07,18389.11
12524.04,25,4,Student,Tier_1,3757.21,1621.65,379.3,1662.92,966.95,336.14,584.18,775.55,624.74,1010.84,334.42,6.17,470.13,470.13
61154.01,43,1,Retired,Tier_2,12230.8,7157.18,1240.07,8194.08,4449.59,1603.45,1337.61,3054.34,2635.22,3135.56,1714.33,14.21,8692.19,14401.79
34421.07,23,0,Self_Employed,Tier_3,5163.16,0.0,1496.12,3743.49,1873.89,1009.03,860.63,1735.88,1071.29,0.0,788.14,9.36,3222.92,16679.44
46702.53,49,1,Self_Employed,Tier_2,9340.51,7690.88,1620.37,4723.39,3349.09,1418.13,1479.42,3671.42,1974.64,4183.24,663.21,14.75,6588.25,6588.25
11713.26,49,3,Self_Employed,Tier_2,2342.65,608.24,402.9,1214.55,763.29,474.18,440.44,855.19,433.72,885.32,173.94,8.31,973.65,3118.85
14660.28,29,0,Self_Employed,Tier_1,4398.08,0.0,589.49,1966.88,875.57,511.61,360.84,869.72,667.48,0.0,436.61,8.51,1247.08,3984.0
48374.85,23,4,Self_Employed,Tier_2,9674.97,3423.56,1911.65,5066.98,2827.3,2350.44,1574.13,3247.12,2052.46,4613.19,1098.52,13.47,6516.95,10534.54
14048.55,30,0,Student,Tier_3,2107.28,0.0,557.56,1624.33,965.56,628.52,331.98,898.7,525.38,0.0,295.57,9.65,1355.78,6113.65
43456.59,56,0,Student,Tier_3,6518.49,0.0,1293.65,5542.08,2674.15,1815.09,1220.55,2475.51,1568.81,0.0,765.56,10.94,4752.52,19582.7
10049.14,57,2,Professional,Tier_2,2009.83,0.0,375.98,1282.04,643.02,498.37,418.21,506.12,367.6,735.82,223.76,5.4,542.33,2988.39
59129.9,61,0,Student,Tier_2,11825.98,0.0,2739.53,7502.49,3409.13,2507.3,2606.27,3513.35,2538.33,0.0,1441.26,10.08,5963.1,21046.27
11191.77,51,3,Professional,Tier_2,2238.35,0.0,523.7,1633.83,691.11,262.3,529.62,509.27,489.87,594.05,295.58,7.24,810.04,3424.1
46667.0,40,1,Professional,Tier_1,14000.1,4276.19,1500.11,5701.89,2997.25,1644.29,1760.41,3296.8,1483.96,3669.2,862.2,11.0,5134.43,5474.6
49486.61,58,1,Self_Employed,Tier_3,7422.99,0.0,1335.93,5359.38,3111.98,1283.84,2057.51,3070.45,2126.95,2706.43,551.18,13.45,6655.18,20459.98
17180.58,62,4,Student,Tier_1,5154.18,1075.47,382.26,1764.89,968.31,370.33,764.41,780.93,713.43,1106.12,446.22,9.04,1553.01,3654.06
47790.11,34,2,Student,Tier_2,9558.02,0.0,2185.57,6006.73,2610.83,2381.6,1176.19,3665.03,1821.75,4281.94,522.68,13.77,6582.79,13579.76
36949.47,62,1,Self_Employed,Tier_2,7389.89,2101.79,922.33,4813.83,2921.22,1752.74,1606.45,2040.39,1300.36,3310.42,426.66,9.78,3611.91,8363.37
19494.33,18,1,Retired,Tier_2,3898.87,0.0,575.28,2512.35,1060.08,754.07,791.23,1262.7,907.37,1425.3,338.52,6.88,1340.64,5968.56
13387.93,24,0,Self_Employed,Tier_1,4016.38,0.0,593.84,1467.28,727.55,536.37,483.13,954.08,455.27,0.0,304.69,6.41,857.79,3849.33
6240.73,30,3,Professional,Tier_2,1248.15,1190.83,271.5,637.4,485.98,178.85,173.28,359.42,258.31,381.47,96.46,8.27,515.92,959.09
39682.78,31,3,Student,Tier_1,11904.83,0.0,1310.82,5707.86,2444.58,876.09,1687.59,2902.52,1470.68,2467.56,755.24,7.83,3106.57,8155.01
8579.32,34,4,Student,Tier_1,2573.8,666.61,350.11,1048.81,440.4,378.5,268.61,686.06,315.69,775.94,197.78,7.2,617.87,877.02
32377.79,47,3,Professional,Tier_2,6475.56,0.0,879.33,3409.48,2031.64,1203.51,921.12,2406.52,1092.05,1749.93,541.28,6.2,2006.68,11667.38
24299.09,64,1,Professional,Tier_3,3644.86,3376.01,1163.85,3232.13,1733.08,822.85,502.99,1915.69,840.21,1321.0,390.28,5.29,1285.09,5356.15
51651.11,51,0,Professional,Tier_1,15495.33,6756.58,2507.7,6850.84,3524.62,2073.48,2425.71,2643.45,1567.16,0.0,1460.64,12.15,6273.95,6345.58
23560.25,44,3,Self_Employed,Tier_2,4712.05,2189.32,1137.12,3078.03,1599.01,819.37,734.81,1428.47,778.98,2261.85,331.34,8.89,2093.72,4489.9
23049.39,42,2,Retired,Tier_2,4609.88,0.0,891.81,2572.61,1842.47,737.77,679.52,1569.89,1071.89,1769.47,388.97,5.76,1326.8,6915.12
53876.48,61,2,Professional,Tier_2,10775.3,0.0,1193.07,7677.61,3385.38,2241.69,1088.37,4289.73,1905.92,4964.33,1314.54,14.59,7858.21,15040.54
39222.23,52,2,Professional,Tier_3,5883.34,0.0,1506.32,4094.6,2194.42,1411.28,1284.49,2409.12,1335.57,2630.34,1095.85,7.74,3035.15,15376.91
38633.59,26,3,Self_Employed,Tier_1,11590.08,0.0,1261.56,4089.25,2399.34,971.39,1459.83,2698.49,1270.88,3646.7,881.52,8.88,3431.71,8364.56
43667.82,23,0,Professional,Tier_3,6550.17,6424.88,1391.07,5207.18,3164.1,1800.25,1986.42,3141.23,1648.52,0.0,1147.1,12.16,5308.57,11206.91
8782.31,43,3,Professional,Tier_3,1317.35,867.85,183.02,1273.26,586.35,275.64,206.81,427.7,399.46,717.54,108.22,6.65,583.98,2419.12
54961.25,55,1,Student,Tier_2,10992.25,6520.7,2540.39,7756.38,3556.76,2371.96,2415.71,2308.92,2535.18,3454.79,1640.59,12.38,6802.29,8867.62
48968.26,56,3,Professional,Tier_2,9793.65,0.0,2239.38,7122.24,3046.66,2414.18,1784.21,2758.23,1866.54,4052.45,1411.61,13.0,6366.17,12479.11
13301.16,44,2,Retired,Tier_3,1995.17,1424.73,395.25,1796.13,1053.28,467.78,558.2,815.76,598.19,1076.12,182.19,9.69,1289.03,2938.34
24678.51,57,2,Retired,Tier_3,3701.78,4605.09,1217.37,3234.87,1725.11,1043.09,939.08,1078.68,766.96,1987.87,389.55,9.97,2460.49,3989.08
29071.3,48,0,Professional,Tier_2,5814.26,0.0,699.84,4046.3,2096.11,1051.77,1374.21,1238.58,1408.24,0.0,806.83,6.39,1858.9,10535.16
26939.67,20,4,Self_Employed,Tier_3,4040.95,0.0,1213.78,2963.11,1766.36,1323.78,900.68,2097.05,997.77,2509.71,496.21,7.25,1951.86,8630.27
39184.66,41,2,Professional,Tier_2,7836.93,7428.25,1514.62,4136.68,2598.45,1448.01,1412.72,2431.08,1188.19,2895.51,421.47,8.6,3369.22,5872.76
94282.05,32,2,Student,Tier_3,14142.31,0.0,3259.57,13814.28,5544.03,3102.97,3851.06,4163.95,3275.65,9200.29,1634.27,11.81,11136.4,32293.67
71279.64,23,4,Retired,Tier_1,21383.89,7563.18,3485.93,10112.99,4035.43,2181.2,2472.48,3990.77,2739.43,5748.39,973.01,12.16,6592.94,6592.94
10500.49,28,3,Student,Tier_2,2100.1,0.0,393.68,1271.33,756.68,274.93,414.8,582.6,369.45,824.05,119.22,7.67,804.93,3393.65
49345.84,47,2,Self_Employed,Tier_2,9869.17,4295.42,2221.17,6854.4,2554.1,1525.86,1013.37,2574.03,2277.85,4166.34,1238.27,14.48,7147.51,10755.88
86864.03,52,0,Student,Tier_2,17372.81,0.0,2342.4,10901.42,6877.16,3308.99,3304.89,5880.87,3466.72,0.0,2191.48,11.25,9773.35,31217.31
40880.13,55,3,Self_Employed,Tier_2,8176.03,6560.5,857.15,4121.37,3118.42,883.93,1175.13,2112.58,1915.88,2123.13,1159.67,14.29,5842.5,8676.34
71806.98,60,3,Retired,Tier_3,10771.05,0.0,1891.07,7234.94,5309.75,2437.0,3230.26,5332.83,2717.3,6712.41,730.74,13.87,9957.1,25439.62
150056.78,57,2,Student,Tier_1,45017.03,0.0,7450.35,18553.63,10498.33,4389.81,4035.57,11485.97,7007.92,10477.76,3582.65,15.05,22589.11,27557.75
68044.71,46,3,Student,Tier_1,20413.41,0.0,2506.75,8799.09,4732.21,3273.29,2836.61,5050.56,2771.2,3618.34,1579.16,14.74,10027.57,12464.08
36621.82,40,3,Professional,Tier_2,7324.36,0.0,1657.38,5168.74,2648.79,1473.26,1701.04,2372.02,1231.84,2109.19,1019.1,8.7,3185.35,9916.08
69218.5,59,0,Self_Employed,Tier_2,13843.7,6732.38,2806.77,8962.82,5361.3,2824.6,1626.31,4728.82,2415.48,0.0,889.62,10.68,7392.62,19026.69
33686.85,59,3,Professional,Tier_2,6737.37,0.0,829.82,4367.74,2207.97,1336.39,1639.87,2241.69,1119.5,2047.01,763.99,5.86,1972.7,10395.5
30579.19,20,2,Self_Employed,Tier_2,6115.84,3734.79,715.87,4581.88,1683.66,1253.58,790.79,1387.9,1051.61,1751.27,609.78,5.26,1607.2,6902.23
22647.87,43,2,Professional,Tier_3,3397.18,0.0,782.74,2266.62,1191.06,646.66,930.63,945.08,1073.73,2076.94,467.39,9.9,2241.75,8869.83
104786.83,31,4,Retired,Tier_2,20957.37,0.0,5057.35,12304.83,6897.65,4142.99,4763.55,8284.39,4784.41,6618.94,1950.45,16.96,17771.29,29024.9
15587.27,36,1,Student,Tier_2,3117.45,2050.75,373.96,2283.17,1083.9,528.01,319.4,1070.62,686.21,1520.62,337.43,8.21,1279.63,2215.75
102216.34,38,4,Professional,Tier_2,20443.27,0.0,3583.46,12178.96,7792.0,3935.38,4944.89,4312.14,5069.54,9079.46,1275.9,18.44,18843.74,29601.34
44749.88,38,0,Student,Tier_2,8949.98,0.0,1915.02,5012.91,3452.51,1506.16,1398.23,3123.84,1604.63,0.0,1234.81,11.28,5045.79,16551.78
9793.83,26,0,Self_Employed,Tier_3,1469.07,0.0,219.07,1194.03,697.82,427.76,359.51,585.37,403.16,0.0,233.17,7.1,695.0,4204.85
40258.33,30,2,Self_Employed,Tier_2,8051.67,7972.8,1296.69,5571.29,3109.59,1251.93,1715.83,2805.47,1977.51,3702.61,403.26,10.79,2399.68,2399.68
5591.1,58,1,Retired,Tier_2,1118.22,0.0,201.73,772.36,432.8,254.64,176.01,252.85,243.67,377.88,107.19,9.62,538.13,1653.74
49481.74,61,4,Retired,Tier_2,9896.35,0.0,1152.37,5772.94,2911.8,1324.14,1807.34,2109.4,2173.79,4799.13,1441.06,14.74,7294.45,16093.44
60909.1,63,1,Student,Tier_1,18272.73,0.0,2417.19,6449.41,3733.13,2803.12,1572.92,4429.23,2183.74,4627.64,829.54,12.76,7770.99,13590.46
18677.37,54,2,Professional,Tier_1,5603.21,0.0,787.49,2768.39,1400.01,648.86,472.93,1156.18,604.37,1842.08,541.42,9.99,1866.37,2852.42
33116.63,55,3,Retired,Tier_1,9934.99,0.0,1297.66,3693.24,2637.02,1043.0,1620.38,1368.33,1048.22,1864.41,823.47,9.4,3113.65,7785.9
143240.26,62,2,Student,Tier_3,21486.04,0.0,3183.46,20965.45,7727.49,4722.52,4104.81,7419.24,4757.51,12958.1,1770.73,21.52,30828.67,54144.9
20017.36,62,2,Professional,Tier_2,4003.47,2150.84,404.28,2405.27,1509.04,820.46,958.02,1459.74,845.25,1222.0,466.93,8.76,1753.27,3772.05
12859.35,41,1,Retired,Tier_2,2571.87,1433.54,565.24,1921.06,740.4,353.13,309.37,974.57,450.73,760.17,240.68,6.46,830.59,2538.58
98153.06,55,0,Student,Tier_3,14722.96,5911.78,3405.81,11033.19,6667.0,3895.83,3577.62,7298.66,4653.32,0.0,2006.23,12.82,12580.38,34980.67
144209.5,63,3,Student,Tier_1,43262.85,0.0,5329.35,19244.43,9331.72,5329.53,3116.18,9565.72,6176.13,13298.98,3843.63,23.64,25710.98,25710.98
30088.83,28,3,Retired,Tier_3,4513.32,0.0,1420.47,4242.86,2111.86,609.52,1227.03,2324.51,1497.45,2969.88,762.72,9.83,2956.63,8409.2
67381.32,46,0,Retired,Tier_2,13476.26,0.0,2477.94,8106.13,5173.65,1562.27,2891.9,5330.25,2442.52,0.0,1007.5,12.51,8429.63,24912.89
87740.02,62,1,Retired,Tier_2,17548.0,13111.9,2422.27,9421.17,5464.75,2494.88,3562.85,5577.12,4366.87,7237.81,1600.93,11.56,10146.58,14931.47
16563.64,61,1,Self_Employed,Tier_2,3312.73,1302.82,553.69,1736.98,1188.06,673.22,752.15,921.26,546.66,1329.93,299.46,7.77,1286.79,3946.68
20347.39,55,0,Professional,Tier_3,3052.11,0.0,702.89,2264.41,1348.37,567.13,538.8,1303.36,764.56,0.0,377.01,8.49,1728.3,9428.75
80310.23,58,4,Retired,Tier_2,16062.05,0.0,3248.69,8251.62,5307.93,3702.96,1934.79,5178.73,3735.13,4843.85,1560.88,14.55,11681.77,26483.61
115492.87,34,1,Professional,Tier_2,23098.57,16404.28,3528.63,16562.38,8855.93,2852.73,4133.79,7492.71,4357.03,6357.08,2382.26,24.62,19467.48,19467.48
47063.7,43,0,Student,Tier_1,14119.11,4061.49,2126.96,6363.3,3471.94,947.54,1114.48,2295.47,2253.38,0.0,867.19,12.74,5996.25,9442.85
14840.29,43,4,Professional,Tier_2,2968.06,0.0,535.34,1967.93,910.57,717.92,447.11,644.4,475.94,1102.99,325.93,8.04,1192.51,4744.1
147060.82,29,2,Retired,Tier_2,29412.16,0.0,5348.82,19821.87,9441.22,4248.31,3606.8,6957.21,4767.8,9827.26,1628.76,24.32,35759.01,52000.61
19617.47,35,3,Student,Tier_2,3923.49,0.0,839.54,2585.21,1061.99,685.75,774.27,975.16,837.02,1120.98,296.74,5.09,999.35,6517.3
22944.7,26,0,Retired,Tier_3,3441.71,4397.94,515.36,2335.45,1164.45,841.22,515.59,1473.95,776.61,0.0,273.99,7.64,1752.39,7208.45
39451.33,20,1,Retired,Tier_3,5917.7,0.0,1840.13,5081.48,2467.57,1237.92,1020.37,2437.82,1755.89,3679.32,571.44,5.47,2158.16,13441.7
104014.02,27,3,Student,Tier_2,20802.8,6458.08,2687.06,12549.1,6842.6,2251.95,5013.03,7852.94,3490.65,8556.81,1199.58,23.83,24784.34,26309.42
59404.99,60,4,Professional,Tier_2,11881.0,0.0,1781.19,6410.19,3932.55,2180.51,2166.48,2419.76,2224.64,3944.8,1112.81,13.77,8179.81,21351.06
41808.09,19,3,Professional,Tier_2,8361.62,7921.23,951.13,5573.19,3333.11,2086.71,1727.14,1776.67,1294.08,3422.0,549.43,11.02,4605.32,4811.77
43459.45,25,0,Student,Tier_3,6518.92,0.0,1483.39,5275.69,2605.35,1794.75,1319.89,2570.9,2168.89,0.0,1290.96,12.2,5303.32,18430.71
31062.74,60,2,Retired,Tier_2,6212.55,0.0,936.41,3505.15,2079.87,1011.79,989.21,1705.4,1326.9,1971.62,829.76,6.64,2063.12,10494.09
46885.53,35,4,Professional,Tier_2,9377.11,0.0,1241.65,6404.92,3077.5,2043.05,1860.19,2879.68,1656.32,3659.4,820.15,10.28,4818.39,13865.55
3965.17,56,4,Professional,Tier_3,594.78,525.83,100.31,408.47,266.55,182.82,95.41,283.9,122.3,339.57,46.97,5.75,227.81,998.26
23662.97,48,4,Retired,Tier_2,4732.59,0.0,572.51,2798.99,1773.51,863.25,664.26,1379.91,914.68,1677.0,479.13,6.76,1599.41,7807.15
36388.58,31,3,Professional,Tier_2,7277.72,6934.56,797.09,4144.57,1988.84,1502.93,798.62,2332.3,1256.06,2105.49,514.97,9.81,3568.74,6735.43
11945.88,56,2,Professional,Tier_1,3583.76,0.0,316.07,1267.36,732.69,515.43,446.19,659.69,546.39,1157.68,138.56,6.55,782.57,2582.05
40864.27,50,0,Self_Employed,Tier_2,8172.85,5066.01,822.16,4352.16,2718.19,1125.86,1200.3,2697.53,1543.89,0.0,715.86,10.73,4385.63,12449.48
25473.03,46,0,Self_Employed,Tier_2,5094.61,1445.77,572.08,2821.58,1321.79,858.34,1132.32,1104.02,1125.74,0.0,433.59,6.74,1716.35,9563.18
122190.09,61,3,Student,Tier_2,24438.02,0.0,5987.49,12343.14,7393.8,5766.85,5517.15,5469.14,4495.43,8636.67,2894.7,22.81,27867.23,39247.71
105595.23,50,0,Student,Tier_2,21119.05,0.0,3384.99,13708.17,6488.27,4342.21,2175.94,6882.24,3543.04,0.0,1721.53,22.23,23475.3,42229.8
20667.3,52,0,Retired,Tier_2,4133.46,1646.74,982.74,2594.92,1124.59,687.49,482.84,1341.26,886.62,0.0,611.34,9.07,1875.08,6175.31
26589.79,19,2,Self_Employed,Tier_1,7976.94,2731.04,850.54,3798.24,2087.16,736.92,610.45,1754.92,895.8,1888.92,422.33,7.4,1968.33,2836.54
28276.73,52,3,Student,Tier_1,8483.02,0.0,1226.43,3952.46,1692.53,672.66,823.46,1182.98,901.74,1912.52,319.5,9.65,2728.9,7109.43
20902.52,49,3,Self_Employed,Tier_2,4180.5,0.0,856.57,3112.18,1444.6,1028.82,938.38,1364.15,753.27,1147.96,533.87,5.07,1059.15,5542.21
35065.49,53,4,Student,Tier_2,7013.1,0.0,871.95,3546.19,2711.9,1748.75,1395.07,2768.75,1299.12,1811.67,847.97,6.09,2134.42,11051.01
16355.62,63,0,Professional,Tier_2,3271.12,0.0,556.76,2045.01,1051.32,587.75,692.98,874.4,639.0,0.0,342.29,9.25,1512.09,6294.99
12142.42,40,1,Professional,Tier_3,1821.36,2314.82,287.16,1316.49,640.51,243.66,244.07,492.95,562.11,943.65,227.77,5.66,687.81,3047.87
49371.16,22,2,Retired,Tier_2,9874.23,0.0,1588.78,6096.11,3159.4,1273.67,2125.94,2446.83,2425.11,3910.38,821.92,13.89,6855.86,15648.78
49641.2,64,2,Self_Employed,Tier_1,14892.36,8136.04,1413.54,5420.29,2859.8,1403.16,2207.77,3286.61,2100.24,2766.1,1211.48,11.74,3943.79,3943.79
15764.25,33,1,Self_Employed,Tier_2,3152.85,2210.86,607.22,1634.25,1121.99,532.55,419.82,917.93,579.22,1204.0,340.03,9.88,1557.11,3043.54
61404.41,57,4,Self_Employed,Tier_2,12280.88,0.0,2600.11,8688.86,3774.46,2558.62,2543.85,4531.45,2820.26,5790.15,1501.82,11.68,7175.09,14313.95
18100.42,41,1,Self_Employed,Tier_2,3620.08,0.0,858.21,2200.85,1365.72,525.14,495.47,1373.31,810.23,1233.87,253.21,6.14,1111.98,5364.33
36734.99,57,1,Professional,Tier_1,11020.5,0.0,787.5,4931.93,2586.98,1094.35,1142.12,2014.91,1814.71,1918.53,957.96,9.48,3481.83,8465.51
57827.97,45,4,Professional,Tier_2,11565.59,0.0,2445.82,6105.79,4470.51,1471.26,1209.94,4609.04,2551.21,3752.03,1571.9,12.4,7167.99,18074.87
29204.05,42,1,Self_Employed,Tier_1,8761.21,3386.09,695.54,3760.75,1799.82,1071.12,1281.55,2197.5,1235.34,2276.87,775.46,8.27,1962.79,1962.79
43163.28,24,4,Retired,Tier_2,8632.66,5051.34,1987.77,6104.14,3177.11,1323.68,1264.92,1798.65,1849.07,3770.68,742.24,10.72,4626.8,7461.03
19847.02,55,0,Self_Employed,Tier_2,3969.4,0.0,783.7,2869.33,1478.35,468.05,482.9,859.55,991.27,0.0,326.14,9.75,1936.06,7618.31
25636.68,24,4,Student,Tier_2,5127.34,3791.46,1206.59,2951.76,1326.61,869.87,1232.49,1882.22,1212.52,2321.67,375.43,9.37,2402.56,3338.72
25444.76,39,3,Professional,Tier_2,5088.95,0.0,607.87,3704.09,1415.92,1015.43,743.32,1767.22,1240.44,1692.93,390.03,7.24,1843.11,7778.56
16509.48,39,3,Professional,Tier_2,3301.9,2609.2,569.95,2053.24,1191.14,566.61,700.06,1285.14,776.11,864.41,253.34,7.84,1294.11,2338.38
26043.76,44,1,Self_Employed,Tier_1,7813.13,0.0,905.84,2925.66,1766.94,1087.56,1205.84,1986.26,1235.95,1931.64,709.95,9.65,2513.04,4474.99
8691.13,50,3,Student,Tier_2,1738.23,0.0,367.09,1108.4,475.09,313.97,418.26,395.89,421.49,761.02,232.24,5.77,501.18,2459.43
20252.42,62,4,Retired,Tier_3,3037.86,2462.92,994.35,2722.13,1465.03,687.01,643.53,1540.36,935.9,1555.16,589.35,7.42,1502.22,3618.82
23886.11,49,0,Professional,Tier_2,4777.22,0.0,487.08,2486.97,1772.77,602.97,667.66,1130.43,742.97,0.0,487.6,9.28,2216.31,10730.45
24440.79,56,4,Student,Tier_1,7332.24,4148.45,965.66,3291.64,1602.48,781.52,599.93,1462.08,839.96,1999.37,512.28,8.02,905.19,905.19
24729.56,49,2,Student,Tier_1,7418.87,0.0,524.88,3409.21,1957.96,608.33,901.02,1866.5,1093.43,2335.16,681.25,7.48,1850.72,3932.94
28553.69,18,1,Professional,Tier_2,5710.74,0.0,932.72,3470.65,1706.77,647.74,1369.88,1746.39,1360.74,2469.41,311.99,9.13,2608.14,8826.66
44024.69,27,0,Professional,Tier_1,13207.41,0.0,2002.22,6374.82,3207.92,929.83,2014.31,2310.7,2054.66,0.0,824.44,10.9,4797.32,11098.38
60389.25,62,1,Student,Tier_2,12077.85,7770.09,2226.78,6709.36,4778.74,1464.3,1791.67,3157.18,1881.43,4203.84,806.56,12.47,7530.86,13521.43
17838.97,21,2,Retired,Tier_2,3567.79,0.0,811.55,1953.69,934.95,366.23,519.61,911.09,855.23,1240.19,503.35,5.11,910.94,6175.28
11457.41,46,3,Student,Tier_3,1718.61,1457.64,449.85,1504.63,805.27,517.64,552.46,461.74,555.61,1094.14,314.96,7.05,807.62,2024.86
13034.01,24,2,Professional,Tier_2,2606.8,0.0,614.77,1602.95,723.76,430.8,640.3,813.87,435.64,1077.06,163.02,7.62,993.63,3925.03
20316.53,55,3,Self_Employed,Tier_2,4063.31,2991.89,889.12,2455.9,1125.19,513.19,520.81,1050.58,617.96,1656.57,393.89,8.04,1634.29,4038.13
22638.69,23,1,Retired,Tier_1,6791.61,0.0,944.67,2973.33,1335.33,528.49,1078.15,1451.25,819.11,1542.88,359.4,7.1,1606.94,4814.49
16203.07,28,1,Student,Tier_1,4860.92,0.0,685.58,1916.27,1197.37,746.5,623.75,994.76,622.27,1122.69,241.95,8.74,1416.1,3191.0
10636.63,26,1,Professional,Tier_1,3190.99,1798.96,393.38,1573.23,752.03,230.28,279.16,691.03,455.46,1027.45,271.06,5.44,0.0,-26.4
20828.05,47,4,Student,Tier_1,6248.42,0.0,947.25,3021.49,1534.1,849.82,947.79,1361.54,681.71,1483.67,421.42,7.44,1550.14,3330.82
34686.09,39,0,Retired,Tier_2,6937.22,0.0,1178.37,4006.42,1742.55,1567.27,1185.59,2174.45,1418.32,0.0,350.61,7.37,2555.67,14125.28
48289.83,56,4,Retired,Tier_2,9657.97,0.0,1061.24,5293.26,2784.6,2366.69,1466.47,3497.04,2316.61,4410.03,487.11,14.02,6768.38,14948.81
19206.7,26,2,Retired,Tier_2,3841.34,2680.36,815.99,2091.28,1261.38,515.16,509.44,1485.89,836.31,1480.13,569.05,7.07,1357.46,3120.36
21559.12,55,0,Retired,Tier_1,6467.74,0.0,908.65,2995.4,1433.97,792.21,755.81,1115.18,790.65,0.0,397.3,8.69,1873.16,5902.23
14293.98,63,1,Retired,Tier_1,4288.2,0.0,343.88,1861.61,974.69,392.0,659.96,1093.81,558.15,742.2,393.42,5.5,786.37,2986.06
29254.87,50,1,Professional,Tier_2,5850.97,0.0,804.44,3716.8,1863.95,1083.01,1356.97,1350.26,1297.12,1675.13,694.12,6.02,1761.37,9562.1
15217.63,43,1,Student,Tier_2,3043.53,0.0,416.24,2020.95,963.07,433.93,365.87,1193.61,601.51,1039.45,415.86,9.37,1426.46,4723.61
47451.1,33,3,Student,Tier_1,14235.33,8940.99,1792.25,6496.84,3690.02,2146.85,1018.31,2834.15,1926.38,4032.7,856.04,14.03,0.0,-518.76
7188.66,26,2,Self_Employed,Tier_3,1078.3,1304.66,264.14,800.1,505.43,316.74,319.14,314.21,315.16,417.07,215.18,6.96,500.22,1338.53
