Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
21191.51,20,3,Professional,Tier_2,4238.3,0.0,776.8,2132.16,1437.57,661.77,649.12,1636.65,907.2,1916.34,518.14,5.75,1218.09,6317.47,143.83,360.49,52.49,174.55,426.05,4.85,35.47,83.55
23426.31,46,2,Retired,Tier_2,4685.26,3944.06,904.94,2831.7,1707.86,905.06,588.46,1547.59,1016.91,1575.14,625.15,9.23,2161.9,3094.18,179.53,326.74,62.08,116.13,133.37,10.22,29.29,120.75
35834.26,42,0,Student,Tier_2,7166.85,0.0,1582.25,3692.36,2374.98,1182.29,1008.55,1481.0,1410.69,0.0,583.17,5.33,1910.36,15352.1,1018.96,352.1,59.64,263.63,357.74,1.88,0.0,93.74
20454.41,44,3,Student,Tier_1,6136.32,2996.11,861.13,2911.17,1630.17,667.63,719.5,982.51,922.41,1585.48,477.71,7.09,564.26,564.26,515.64,414.66,173.07,207.48,75.57,17.79,23.89,75.54
81924.84,53,2,Professional,Tier_2,16384.97,0.0,3329.49,8380.33,5698.17,2434.62,3377.04,4038.24,2899.58,7914.55,1730.37,14.5,11878.14,25737.47,1962.51,510.37,155.52,982.16,872.19,55.72,386.27,214.62
14665.7,39,1,Retired,Tier_2,2933.14,0.0,722.0,1878.86,1018.66,656.23,326.32,719.8,667.16,1138.74,358.71,8.16,1196.04,4246.09,343.71,220.78,55.61,93.25,138.12,7.11,33.09,78.23
25834.22,55,4,Self_Employed,Tier_1,7750.27,4058.1,980.43,3265.82,1634.69,642.94,1241.29,1325.19,1220.71,1753.65,277.62,6.82,1683.5,1683.5,782.37,318.19,107.02,233.17,312.83,47.54,40.13,20.74
21102.94,52,1,Self_Employed,Tier_2,4220.59,0.0,426.21,2702.89,1347.92,805.11,558.45,964.41,848.71,1449.57,515.6,9.34,1970.23,7263.49,494.31,149.86,81.34,74.36,184.86,41.23,39.6,110.54
95466.91,18,0,Retired,Tier_2,19093.38,5334.97,3675.72,10177.62,6183.68,4693.19,2164.53,5780.45,4520.35,0.0,1875.09,11.64,11114.62,31967.93,2438.9,567.17,1230.07,293.6,1721.11,118.97,0.0,533.65
35108.43,20,4,Retired,Tier_2,7021.69,0.0,1501.52,5059.34,2766.49,906.51,948.32,2390.51,1302.65,3199.72,914.86,5.45,1913.66,9096.83,1194.33,578.48,207.6,182.74,688.04,57.95,123.93,195.18
68488.99,41,1,Professional,Tier_1,20546.7,7422.84,3256.17,9082.89,4617.64,2227.01,2294.09,3664.42,2123.4,4855.34,715.46,12.15,7683.06,7683.06,2103.58,779.22,459.1,118.5,371.61,9.05,175.7,203.18
9140.81,25,3,Student,Tier_2,1828.16,0.0,290.4,1271.73,471.92,379.67,347.16,560.11,421.4,653.24,250.22,5.49,501.4,2666.8,94.69,30.65,109.79,25.6,163.74,2.0,20.79,51.06
37145.31,56,0,Retired,Tier_2,7429.06,7069.16,800.43,5288.84,2592.62,1222.93,1374.79,1580.81,1117.32,0.0,581.19,6.95,2579.78,8088.16,902.9,172.93,163.83,381.53,317.89,48.47,0.0,138.59
61123.84,35,1,Professional,Tier_2,12224.77,0.0,1454.99,8846.52,3367.63,1241.08,2348.35,3944.3,2610.09,5815.71,961.59,11.74,7173.97,18308.81,1616.82,202.67,221.68,540.99,684.69,39.9,96.19,287.01
32041.26,58,4,Student,Tier_2,6408.25,6201.39,1513.57,4361.82,2004.13,1321.35,775.61,2174.0,970.02,2827.34,523.21,6.91,2215.07,2960.56,895.53,588.44,330.45,193.0,212.48,6.63,32.45,133.13
70356.96,20,4,Self_Employed,Tier_3,10553.54,13222.22,3413.51,9591.15,3712.78,2921.19,2987.86,4364.39,2660.14,4683.67,1977.66,13.94,9807.18,10268.85,1565.12,327.83,642.38,578.5,282.94,57.7,188.88,314.04
19833.38,35,2,Retired,Tier_3,2975.01,3962.99,535.07,2131.4,1084.33,845.51,664.72,1510.71,610.77,1199.09,555.46,7.64,1516.16,3758.33,589.93,267.25,86.16,139.3,430.99,24.8,8.14,43.89
92635.77,33,4,Self_Employed,Tier_3,13895.37,0.0,3730.27,10048.21,6731.97,3269.12,2876.1,6986.68,3937.11,6922.19,1154.06,11.11,10290.12,33084.7,841.82,1855.95,618.66,822.0,1429.03,91.72,167.19,345.38
188729.71,49,4,Professional,Tier_1,56618.91,11431.8,6454.53,25983.08,11512.19,5491.82,8414.51,11262.45,6302.17,10781.59,4401.33,18.32,30075.33,30075.33,3991.63,2483.33,467.53,2331.42,1717.48,123.88,181.05,302.3
22441.83,18,0,Self_Employed,Tier_2,4488.37,1336.6,855.73,2490.88,1154.32,974.26,1120.93,1253.84,881.02,0.0,340.08,5.15,1156.05,7545.8,680.55,104.68,257.24,102.7,309.88,10.76,0.0,93.3
21005.73,43,4,Professional,Tier_1,6301.72,0.0,451.84,2681.27,1506.33,588.42,617.16,996.34,975.95,1339.56,323.76,6.73,1414.22,5223.38,744.05,316.64,39.37,77.24,125.78,24.67,57.57,34.77
95957.46,29,2,Professional,Tier_2,19191.49,0.0,4694.27,10898.55,4816.21,2499.9,3774.72,6019.37,4072.0,5424.51,2175.4,11.69,11212.88,32391.04,2799.87,348.57,199.17,193.3,1566.71,135.15,207.59,517.48
106150.2,55,4,Student,Tier_2,21230.04,0.0,3624.87,11970.71,7875.93,2974.28,4611.26,4668.9,5266.63,5444.0,1093.34,20.54,21805.91,37390.24,2841.99,498.82,354.41,628.76,404.5,59.2,169.18,260.95
19745.18,38,2,Professional,Tier_2,3949.04,0.0,852.57,2419.6,1317.77,545.5,508.98,1325.31,890.48,1906.2,414.77,8.79,1734.8,5614.96,504.32,221.31,153.2,50.93,383.15,18.07,6.05,67.26
21435.49,58,3,Professional,Tier_2,4287.1,4070.95,760.9,2320.62,1621.47,652.89,633.33,905.66,902.83,1441.57,581.27,9.89,2119.55,3256.9,492.7,188.99,87.62,131.45,171.52,1.24,17.23,90.29
23945.24,30,2,Self_Employed,Tier_3,3591.79,1306.49,1094.37,3407.41,1398.15,1192.84,745.11,1714.58,910.13,1668.38,339.79,7.0,1676.0,6576.19,718.37,362.68,288.12,137.76,326.02,9.14,70.45,100.35
10233.2,29,0,Student,Tier_2,2046.64,0.0,398.95,1099.04,563.88,237.86,446.51,686.54,364.98,0.0,187.43,5.23,535.43,4201.37,236.95,40.64,14.68,79.39,181.66,10.66,0.0,50.34
14386.29,30,1,Student,Tier_3,2157.94,0.0,426.12,1998.63,748.32,477.09,695.74,706.16,683.41,750.16,203.9,8.76,1259.91,5538.82,214.68,58.63,123.41,94.86,180.94,9.21,34.06,34.83
13435.29,35,1,Student,Tier_3,2015.29,0.0,469.67,1658.59,953.81,637.18,661.16,1045.41,603.04,1136.59,386.78,8.84,1187.16,3867.77,105.6,118.13,106.38,66.57,180.58,16.54,39.64,84.7
16231.59,36,3,Self_Employed,Tier_2,3246.32,0.0,709.6,1790.82,1254.62,327.94,737.24,726.71,604.99,1253.79,316.7,9.56,1552.5,5262.88,369.75,150.05,43.12,175.74,69.09,1.57,25.89,72.85
29179.01,36,0,Student,Tier_2,5835.8,0.0,818.36,3417.59,2072.07,1384.75,1083.89,2240.34,1291.95,0.0,858.46,5.07,1480.02,10175.81,587.13,306.09,315.71,296.95,143.98,5.13,0.0,47.59
36182.27,23,3,Self_Employed,Tier_1,10854.68,0.0,1577.9,4389.83,2473.0,833.69,792.65,2591.01,1397.64,3376.78,1006.86,9.46,3421.66,6888.21,1208.34,318.73,83.72,159.92,137.86,37.42,89.48,264.72
103709.92,24,3,Student,Tier_1,31112.98,18956.26,4279.25,11816.07,5203.76,3457.51,4031.15,4174.54,4814.23,9330.45,1452.8,23.01,5080.95,5080.95,783.88,1135.87,235.35,747.13,422.0,215.42,425.1,240.08
13497.63,24,4,Professional,Tier_2,2699.53,0.0,273.32,1896.25,821.55,358.91,548.15,875.52,425.69,1313.72,142.24,7.75,1045.92,4142.77,271.81,243.87,48.45,132.68,153.47,13.58,65.37,8.11
65934.07,45,4,Retired,Tier_2,13186.81,11958.29,3033.1,7758.14,5161.41,2629.83,2780.78,5176.44,2884.36,5542.75,711.56,10.1,5110.6,5110.6,1122.12,709.42,156.5,833.12,700.28,73.82,141.68,121.54
25279.82,45,0,Student,Tier_1,7583.94,3316.28,900.6,3148.2,1678.09,1251.98,935.52,1305.33,1227.15,0.0,258.02,6.41,1619.18,3674.7,339.79,457.08,269.63,171.8,93.62,55.81,0.0,58.5
28836.05,36,1,Self_Employed,Tier_3,4325.41,0.0,1379.09,2925.0,1669.79,1249.05,1136.55,1552.67,910.81,2716.33,585.73,7.41,2136.26,10385.62,287.86,236.19,64.96,182.38,379.59,16.64,93.22,54.41
51472.77,33,2,Retired,Tier_2,10294.55,9370.84,1046.22,5726.91,2761.19,2192.21,1297.35,2389.04,2177.71,3655.11,1526.55,10.05,5172.67,9035.08,455.53,655.31,489.06,85.27,237.76,33.99,6.25,112.55
12219.34,34,4,Self_Employed,Tier_2,2443.87,0.0,560.29,1271.77,754.81,416.01,268.59,795.47,563.11,721.21,343.44,7.83,956.51,4080.76,157.5,110.52,107.6,54.74,233.68,20.97,11.17,28.87
40736.53,39,0,Professional,Tier_2,8147.31,6239.51,1755.9,5924.33,2209.55,1518.34,1016.19,2539.01,1636.93,0.0,607.56,14.81,6032.99,9141.91,536.83,617.02,433.91,92.96,175.07,25.5,0.0,169.87
34273.04,36,0,Professional,Tier_1,10281.91,2595.47,1365.17,4903.28,2698.77,1234.86,693.73,2408.48,1497.63,0.0,645.23,9.46,3242.54,5948.5,859.04,636.55,326.51,103.36,143.17,67.94,0.0,186.9
44485.28,46,1,Self_Employed,Tier_1,13345.58,0.0,1687.82,5073.08,3345.77,1380.57,2119.75,2094.1,1599.07,2591.13,845.94,12.69,5645.92,10402.47,1375.56,501.71,125.31,479.3,504.07,79.42,85.71,173.78
37808.44,36,0,Retired,Tier_1,11342.53,0.0,1435.98,4703.08,2428.75,1854.74,1107.81,2006.52,1273.04,0.0,578.76,7.91,2990.9,11077.24,278.08,259.92,186.51,318.66,443.63,62.01,0.0,124.62
213884.79,64,0,Retired,Tier_3,32082.72,37775.42,9660.57,24861.05,17049.01,9945.81,8418.76,15091.77,9576.92,0.0,2827.52,15.36,32860.48,46595.25,4879.69,3829.78,1889.89,2292.45,2173.82,134.23,0.0,633.04
18011.41,52,1,Student,Tier_2,3602.28,1984.04,897.29,2500.64,982.14,841.89,808.48,1096.1,577.83,1269.86,295.57,9.59,1727.8,3155.29,147.39,209.22,136.85,219.75,317.83,24.35,61.7,42.07
19617.06,64,4,Professional,Tier_1,5885.12,0.0,664.32,2189.44,1076.43,545.69,498.42,935.62,635.08,1323.58,217.27,7.53,1477.41,5646.09,218.74,59.58,37.22,84.16,165.64,25.69,37.97,25.98
18223.01,42,1,Retired,Tier_1,5466.9,0.0,674.13,2562.26,998.54,774.03,480.5,800.42,796.75,1591.47,458.69,5.13,935.11,3619.3,574.85,126.27,60.29,111.68,137.35,38.05,18.47,42.69
19236.62,37,3,Professional,Tier_2,3847.32,1588.73,489.55,2096.69,1042.23,706.83,460.18,802.55,928.37,1102.64,284.34,9.62,1850.83,5887.2,245.25,171.57,37.16,74.54,147.87,0.29,41.01,35.23
18016.49,54,4,Retired,Tier_2,3603.3,3541.55,572.17,2064.3,1167.22,669.84,887.97,852.09,808.27,1186.33,257.55,5.6,1009.4,2405.89,114.8,231.39,134.19,211.12,221.83,40.04,48.06,26.1
77665.46,36,3,Retired,Tier_2,15533.09,11860.62,1947.75,11217.22,5684.79,1940.69,3236.73,5603.06,3107.75,6069.75,1771.91,12.66,9692.1,9692.1,2311.04,767.85,247.55,821.69,1178.53,80.64,123.9,373.24
93466.28,59,0,Student,Tier_1,28039.89,7270.54,1898.59,10682.87,6474.1,3144.81,3855.9,4064.56,4360.42,0.0,1320.58,14.72,13756.66,22354.03,2875.21,468.34,436.04,640.8,1197.74,6.24,0.0,170.46
19003.07,30,3,Self_Employed,Tier_3,2850.46,0.0,792.55,2765.73,1189.88,661.04,732.47,812.27,900.2,1562.22,263.01,6.49,1233.29,6473.23,313.39,210.16,191.79,44.32,144.36,3.65,26.34,71.39
15414.57,64,1,Professional,Tier_2,3082.91,2783.49,449.74,1645.81,784.19,626.02,727.09,845.53,676.03,836.21,189.44,6.99,1078.25,2768.09,327.14,46.5,94.61,183.66,244.32,11.08,19.44,24.13
43742.92,29,1,Professional,Tier_2,8748.58,0.0,2016.61,5756.0,2637.84,1664.49,931.82,2554.94,1810.37,2211.67,775.9,10.12,4425.46,14634.71,751.19,372.39,419.23,230.64,608.49,14.86,105.88,200.55
19286.76,32,2,Self_Employed,Tier_2,3857.35,3350.32,670.0,2197.36,1122.58,527.86,760.8,1361.85,613.72,1878.66,394.37,7.03,1355.97,2551.88,192.39,171.24,91.98,131.65,169.66,18.57,39.5,67.34
49776.49,21,0,Student,Tier_1,14932.95,0.0,2196.35,5776.05,2835.12,1092.1,1528.58,3142.77,2165.22,0.0,913.02,15.0,7464.5,15194.33,1507.92,803.19,261.16,347.79,577.39,84.59,0.0,233.42
35287.75,32,1,Student,Tier_2,7057.55,2309.94,1154.26,4999.51,2179.93,1598.75,1600.16,1890.35,1545.78,3507.66,916.72,8.55,3015.99,6527.14,271.24,124.59,412.44,201.62,440.47,56.58,150.52,104.92
8922.73,34,4,Professional,Tier_2,1784.55,0.0,401.37,1147.82,630.43,343.61,184.41,479.52,304.42,604.4,141.68,8.04,717.45,2900.53,310.89,174.11,35.74,54.53,116.12,14.0,14.49,19.42
103461.7,44,1,Self_Employed,Tier_2,20692.34,7139.55,4726.04,11477.03,7482.5,3804.98,3331.88,5669.11,3333.23,6556.11,2065.53,18.37,19009.91,27183.39,2397.79,1914.2,525.37,687.41,845.67,93.05,127.19,552.45
126203.98,28,4,Student,Tier_3,18930.6,0.0,4291.58,18586.4,7025.3,3222.06,2921.22,6235.72,4993.64,11076.44,3392.37,24.84,31350.43,45528.64,3897.96,1004.62,485.9,218.75,1316.74,22.99,382.28,1010.5
18374.55,40,0,Self_Employed,Tier_2,3674.91,1535.39,881.81,2209.45,1258.04,893.04,780.46,901.29,760.66,0.0,286.09,6.18,1136.24,5193.42,203.06,262.24,140.78,206.54,156.55,8.27,0.0,62.45
21999.86,32,2,Retired,Tier_3,3299.98,0.0,634.87,3167.36,1313.1,900.82,932.55,1632.1,761.48,1564.65,291.45,7.02,1544.22,7501.52,690.71,288.53,171.08,152.47,471.84,22.45,13.39,25.99
37708.66,48,2,Professional,Tier_2,7541.73,0.0,1177.15,5490.16,2152.94,1503.72,1462.56,2962.68,1131.26,3761.54,459.29,5.84,2202.52,10065.62,567.35,556.82,312.13,310.31,501.07,28.14,140.09,51.99
39203.37,43,3,Student,Tier_1,11761.01,7251.15,1344.64,4740.38,3133.17,1221.59,1236.1,1715.81,1461.72,3008.09,436.87,8.63,1892.83,1892.83,1283.99,768.66,241.91,292.93,405.69,6.38,63.7,45.55
50806.93,24,1,Retired,Tier_1,15242.08,8067.32,2156.44,6131.4,2636.24,1779.2,2291.77,3433.16,2224.85,3667.49,792.57,12.23,2384.42,2384.42,706.8,191.1,110.19,117.32,208.3,57.52,87.51,87.67
149808.98,30,0,Self_Employed,Tier_3,22471.35,27748.41,4788.0,19121.58,11323.68,6416.84,4505.61,6019.38,5510.37,0.0,3123.0,17.75,26598.58,38780.76,5250.71,2868.39,1464.08,706.29,408.92,173.14,0.0,575.29
26040.15,30,3,Self_Employed,Tier_2,5208.03,0.0,586.28,3433.27,1613.48,802.38,1043.53,1297.65,851.76,1385.51,329.4,8.73,2272.31,9488.87,1028.86,482.78,96.12,78.32,253.43,7.05,3.09,29.08
15840.34,37,0,Professional,Tier_1,4752.1,0.0,317.92,1627.21,1239.58,766.89,693.24,1001.74,620.47,0.0,458.64,9.91,1570.34,4362.56,192.21,369.03,100.91,128.14,284.92,27.99,0.0,113.46
9951.69,51,0,Retired,Tier_3,1492.75,1758.62,459.59,1028.84,556.41,313.17,267.14,522.05,435.25,0.0,184.2,6.11,608.09,2933.66,100.1,95.69,63.23,66.69,135.59,11.46,0.0,30.38
16717.45,27,3,Student,Tier_3,2507.62,2172.26,655.29,1881.16,1335.33,514.63,402.17,830.46,641.56,1593.19,434.19,5.09,851.54,3749.58,365.68,67.71,55.85,68.45,168.75,30.83,32.38,108.5
29215.4,54,0,Professional,Tier_3,4382.31,0.0,733.33,3552.46,2120.88,992.65,803.05,1341.32,999.03,0.0,692.02,7.82,2283.61,13598.34,278.78,343.49,136.84,192.6,386.87,32.98,0.0,64.41
126070.8,44,3,Retired,Tier_2,25214.16,0.0,5933.37,16735.01,8432.37,4715.5,4261.04,9557.18,4944.12,12505.01,3529.98,17.96,22647.64,30243.07,2623.17,2350.66,1250.77,1081.18,1123.6,137.35,301.28,626.9
19828.26,51,1,Professional,Tier_1,5948.48,1142.92,826.22,2177.37,1442.81,641.15,410.43,933.24,773.93,1744.8,382.05,8.55,1695.32,3404.86,372.94,246.19,117.87,34.86,96.47,1.17,1.82,26.54
35881.71,53,3,Retired,Tier_1,10764.51,5674.05,1541.41,4135.81,2585.64,893.06,1150.23,1655.78,1679.6,2575.71,533.92,9.46,2691.99,2691.99,864.02,213.85,77.02,302.38,410.26,36.83,48.49,48.04
29608.43,33,1,Student,Tier_2,5921.69,0.0,991.42,3564.33,1783.41,964.02,675.3,1448.25,946.2,2178.39,351.86,8.43,2497.37,10783.57,191.93,377.09,112.8,35.42,428.61,39.99,43.37,87.38
77626.74,38,2,Self_Employed,Tier_2,15525.35,11065.33,3306.21,8847.47,6053.81,3007.2,2394.11,5886.91,3502.35,6585.53,1974.78,13.34,9477.71,9477.71,1465.85,720.05,893.46,530.63,306.57,156.56,107.82,522.79
226499.63,33,3,Self_Employed,Tier_1,67949.89,0.0,8647.44,27013.19,17695.8,4995.64,10350.28,9400.32,11215.1,14000.04,5047.02,22.09,50032.24,50184.92,7402.85,3793.56,842.81,1611.63,1891.26,446.89,696.72,576.02
19619.08,34,2,Self_Employed,Tier_2,3923.82,0.0,824.74,2087.06,1141.55,922.24,646.35,880.84,650.99,1635.18,562.73,6.49,1272.89,6343.57,295.36,153.23,84.84,82.11,216.58,21.74,35.87,96.27
20280.22,32,3,Student,Tier_2,4056.04,0.0,611.47,2043.44,1170.44,726.8,798.11,1458.47,690.58,1140.0,316.99,6.48,1313.24,7267.87,413.2,151.87,58.74,135.28,380.9,19.7,15.1,71.41
69167.15,30,0,Retired,Tier_2,13833.43,0.0,2493.52,7598.58,5240.35,2526.86,2530.65,4953.85,2616.7,0.0,692.28,10.24,7084.64,26680.93,2245.66,1470.12,221.14,240.41,1286.15,25.39,0.0,42.53
51764.81,50,2,Professional,Tier_2,10352.96,0.0,1090.52,5881.77,3063.03,2065.82,1208.94,2557.69,2518.49,5079.18,1248.41,12.88,6669.34,16698.01,385.02,294.6,217.23,135.25,547.35,68.68,184.23,293.05
131441.68,22,4,Self_Employed,Tier_1,39432.5,0.0,3268.83,18335.19,10190.1,3927.04,3858.13,6427.91,5026.42,12129.38,2033.06,24.84,26813.11,26813.11,5295.05,2065.84,620.72,542.15,1857.32,245.02,383.96,170.34
47862.86,44,4,Self_Employed,Tier_2,9572.57,4060.31,2186.95,6585.03,3342.33,1401.75,2361.68,3452.01,1655.02,3152.84,564.04,10.02,4794.96,9528.34,1832.62,928.96,247.2,574.1,900.47,58.52,87.71,32.34
22505.59,18,4,Student,Tier_2,4501.12,0.0,893.06,3067.85,1776.82,615.64,1075.86,1186.56,1120.73,1850.77,430.61,6.59,1483.59,5986.59,306.84,292.27,116.48,106.06,191.76,47.67,1.85,90.86
48121.12,61,2,Student,Tier_1,14436.34,0.0,2157.78,7122.93,3585.11,2191.87,1869.06,1998.44,1726.35,4702.42,1262.51,11.14,5362.01,7068.31,1220.48,543.42,148.5,139.33,346.58,33.08,67.96,258.0
72832.35,47,1,Retired,Tier_3,10924.85,0.0,2682.59,8774.15,5479.89,2781.04,1811.47,4904.7,2636.87,4766.6,1230.11,12.57,9154.71,26840.08,1412.16,1165.31,391.31,326.09,719.29,61.84,174.71,219.22
57834.36,40,3,Retired,Tier_1,17350.31,10911.29,1906.59,6085.39,3027.28,1215.97,2694.27,4093.41,2781.88,3773.91,1233.6,11.93,2760.47,2760.47,1396.96,689.69,264.56,459.37,718.58,118.34,54.33,248.91
45015.94,32,0,Retired,Tier_2,9003.19,6889.54,2001.13,6343.89,2924.31,1343.52,1620.38,2698.62,1561.72,0.0,498.56,13.85,6236.38,10131.08,386.32,399.69,252.73,83.73,363.47,57.93,0.0,119.58
70424.21,53,0,Professional,Tier_2,14084.84,0.0,1508.12,9096.16,4379.59,1604.78,2262.13,4207.3,3142.3,0.0,2060.44,14.51,10217.48,28078.56,2692.25,576.74,347.53,241.94,1220.21,125.7,0.0,544.67
76449.76,36,2,Retired,Tier_2,15289.95,0.0,3103.83,11466.54,5615.96,1850.25,2184.3,5416.95,3770.05,5632.91,1080.76,10.45,7988.93,21038.25,1457.35,785.58,460.43,632.16,1234.43,11.16,178.65,200.33
90642.62,47,4,Retired,Tier_2,18128.52,0.0,3470.1,10602.73,5409.28,3483.47,2439.94,5600.59,3012.5,5449.3,1893.48,12.85,11650.62,31152.72,2609.27,435.68,316.61,418.25,1172.04,146.8,201.19,564.43
50408.78,33,0,Professional,Tier_2,10081.76,8588.04,1062.08,7244.03,3544.22,1107.8,2411.78,3364.62,2035.3,0.0,697.21,14.89,7506.3,10271.94,2114.51,581.04,280.19,477.98,637.39,20.15,0.0,143.81
26245.72,35,0,Self_Employed,Tier_2,5249.14,0.0,789.18,3753.24,1857.34,1260.47,855.26,1937.52,839.78,0.0,574.29,5.42,1422.26,9129.48,830.01,150.6,356.36,60.52,299.95,15.53,0.0,92.46
33736.09,43,1,Self_Employed,Tier_3,5060.41,0.0,1199.42,5032.32,1996.91,1404.62,725.82,2570.69,1259.2,3242.94,357.93,10.0,3372.47,10885.83,550.3,544.11,156.38,199.62,360.23,51.33,31.42,64.57
78759.94,34,0,Student,Tier_3,11813.99,0.0,1651.95,11751.69,5279.98,3642.98,3589.86,6195.45,2979.91,0.0,1395.29,10.96,8630.46,30458.83,3480.79,1405.43,414.04,784.17,1185.77,80.13,0.0,227.68
15605.9,28,0,Professional,Tier_3,2340.88,0.0,456.33,2334.52,1109.53,777.76,410.99,893.93,672.05,0.0,334.2,5.92,923.97,6275.69,543.23,311.61,168.36,22.35,87.57,19.81,0.0,20.67
40291.32,62,3,Retired,Tier_2,8058.26,6705.15,823.78,5870.51,2785.74,1150.24,1330.38,1791.69,1415.82,2150.72,1002.18,11.69,4709.42,7206.84,1698.44,523.27,162.02,158.8,458.33,58.92,26.75,114.98
21900.87,46,0,Self_Employed,Tier_2,4380.17,0.0,616.62,2475.79,1311.07,931.94,826.48,1275.25,1072.68,0.0,625.51,6.12,1341.18,8385.35,180.07,132.5,182.97,95.01,71.28,6.89,0.0,99.78
30697.87,26,3,Student,Tier_1,9209.36,2119.57,1514.16,3747.34,1786.89,1170.12,1218.28,2220.76,1235.48,3001.32,530.42,6.96,2138.1,2944.16,652.52,522.26,201.61,91.78,158.0,18.92,17.56,48.45
83425.9,34,4,Professional,Tier_1,25027.77,0.0,2803.85,12390.77,4942.8,4035.39,4133.0,5706.51,2624.06,5275.52,2029.41,11.81,9851.82,14456.82,3003.36,1390.03,1036.32,625.82,496.59,67.78,47.76,249.97
34955.53,44,1,Professional,Tier_1,10486.66,0.0,1694.84,4192.51,1804.2,1455.49,932.43,1716.17,1212.52,1978.18,713.82,8.08,2825.53,8768.7,1117.71,461.58,155.3,190.95,443.11,24.72,80.08,133.32
31135.44,54,0,Professional,Tier_2,6227.09,0.0,1373.85,4543.11,2153.48,1129.17,898.28,1317.32,1301.38,0.0,618.92,9.87,3074.59,11572.84,929.68,236.97,275.1,75.6,277.18,16.61,0.0,177.79
10107.85,39,1,Retired,Tier_2,2021.57,0.0,281.67,1393.13,724.35,214.73,401.72,536.06,376.35,768.71,147.99,7.45,752.75,3241.56,161.95,177.4,24.65,102.72,58.33,11.91,31.42,39.2
54499.97,25,1,Retired,Tier_1,16349.99,5010.76,2621.57,7810.13,2799.93,1658.8,1797.15,2568.76,1863.42,3311.37,1309.86,14.77,7398.23,7398.23,1421.14,313.96,134.98,530.78,552.76,24.82,104.61,362.68
50278.86,20,1,Retired,Tier_3,7541.83,0.0,1458.22,6931.86,3981.62,1361.18,1598.97,3557.69,2508.86,3453.8,1100.44,11.19,5625.54,16784.38,363.8,786.54,125.44,359.25,653.9,79.28,161.22,201.73
169321.82,55,2,Student,Tier_2,33864.36,0.0,5140.41,20163.96,12464.74,4305.09,6986.7,8883.59,5932.24,15821.83,4319.43,17.95,30397.56,51439.46,2599.36,3584.91,1135.0,972.89,2205.29,93.61,759.53,885.68
23452.45,52,3,Professional,Tier_1,7035.73,0.0,682.49,2665.07,1673.7,758.07,771.0,1579.79,975.05,1565.18,660.74,5.22,1224.04,5085.64,488.52,210.16,127.23,132.06,462.8,42.86,1.01,86.46
35748.83,49,1,Student,Tier_1,10724.65,0.0,1189.3,4831.93,2683.28,1261.35,1234.66,2022.16,1105.94,1819.41,777.46,6.7,2395.16,8098.71,820.89,211.58,370.84,179.4,479.77,4.86,59.9,62.98
36624.02,25,4,Student,Tier_1,10987.21,0.0,813.4,3822.67,2805.93,1196.4,819.37,2711.87,1292.03,2544.81,599.79,7.06,2584.98,9030.55,1025.45,319.74,112.91,179.03,574.39,64.44,113.21,121.34
105970.42,61,0,Student,Tier_1,31791.13,0.0,4714.62,11575.54,6230.44,2994.45,3701.03,7741.91,4765.29,0.0,2957.43,17.29,18318.87,29498.6,2011.82,1420.48,427.85,789.31,1292.07,118.85,0.0,436.81
27797.91,44,1,Retired,Tier_3,4169.69,4564.66,624.28,2821.34,1792.35,1137.27,1144.36,1197.09,1193.39,2643.22,665.02,6.44,1791.46,5845.24,584.25,208.15,305.09,125.03,126.64,33.53,69.26,178.93
37502.76,49,1,Professional,Tier_2,7500.55,5157.97,1288.5,4282.18,2595.52,1088.89,852.19,2441.44,1854.58,2313.71,736.15,6.67,2500.96,7391.08,1281.98,363.12,177.66,107.11,321.77,36.0,89.52,206.75
48789.47,53,0,Self_Employed,Tier_1,14636.84,3353.68,1077.48,5640.88,3731.94,1727.41,1033.16,2478.28,2185.81,0.0,1097.44,13.05,6369.29,11826.56,1330.82,935.52,191.54,216.35,437.66,102.48,0.0,129.8
34830.19,51,4,Retired,Tier_1,10449.06,3953.48,1380.79,5038.9,2493.31,1560.42,1455.4,1842.53,1492.9,2458.92,550.38,7.46,2154.1,2154.1,1024.14,742.52,290.8,320.76,133.23,54.09,3.39,157.71
20990.09,42,1,Retired,Tier_2,4198.02,0.0,703.3,2898.17,1457.52,673.26,485.34,1351.75,723.69,1381.95,352.76,8.88,1863.41,6764.33,688.31,110.45,126.4,76.74,348.66,1.41,28.92,94.38
35039.27,48,1,Self_Employed,Tier_3,5255.89,0.0,701.98,4705.69,2319.89,1738.86,1010.68,1722.73,1417.77,1908.09,822.61,8.59,3008.61,13435.1,1188.25,192.5,352.25,240.25,184.05,49.17,37.6,117.96
70817.26,59,4,Student,Tier_2,14163.45,6081.47,2332.49,9903.65,4217.17,2238.66,2802.14,3174.36,2547.58,5869.78,1870.67,12.34,8737.31,15615.83,1666.55,211.37,502.54,302.28,358.91,79.74,126.07,527.81
