Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Desired_Savings,Disposable_Income,Gasto_Fijo,Gastos_variables
86646.33,45,4,Professional,Tier_2,17329.27,0.0,12448.98,26766.13,44769.46,15110.73
10713.09,51,4,Retired,Tier_2,2142.62,0.0,956.76,3681.31,4997.41,2034.36
9810.99,23,2,Professional,Tier_2,1962.2,0.0,722.75,3279.86,4773.25,1757.8700000000001
18808.67,36,0,Self_Employed,Tier_2,3761.73,2980.85,1230.36,4067.78,8350.05,3409.9799999999996
68847.95,29,1,Professional,Tier_2,13769.59,0.0,7208.51,22619.98,34081.06,12146.92
8897.06,42,2,Professional,Tier_2,1779.41,1379.82,620.93,1570.66,4234.83,1711.75
3112.65,30,1,Professional,Tier_1,933.79,0.0,233.01,622.25,1912.27,578.12
20910.89,34,0,Self_Employed,Tier_2,4182.18,1351.92,1316.71,7784.98,8811.17,2962.8400000000006
46646.13,29,1,Professional,Tier_2,9329.23,0.0,5766.39,15349.25,22794.420000000002,8502.46
78367.3,20,3,Retired,Tier_2,15673.46,0.0,9474.03,24680.68,38617.13,15069.480000000001
20711.07,41,4,Student,Tier_1,6213.32,1958.45,1423.73,2178.42,13058.5,3515.7099999999996
21586.24,25,1,Retired,Tier_1,6475.87,0.0,1185.75,4448.05,12529.519999999999,4608.68
75513.99,53,0,Professional,Tier_1,22654.2,10383.17,9155.36,9155.36,39615.189999999995,16360.269999999999
6722.12,43,0,Professional,Tier_3,1008.32,1039.57,484.37,1769.78,2626.4,1286.3600000000001
21985.45,62,3,Self_Employed,Tier_2,4397.09,1764.1,1643.66,5680.23,10514.42,4026.69
34936.65,25,0,Retired,Tier_2,6987.33,0.0,3042.57,13299.14,14299.039999999999,7338.46
42973.01,49,3,Professional,Tier_3,6445.95,7363.39,4377.05,10087.81,18663.4,6858.41
19952.45,49,2,Self_Employed,Tier_1,5985.74,0.0,1275.15,4518.78,11963.640000000001,3470.02
30838.08,18,1,Self_Employed,Tier_2,6167.62,0.0,2743.95,9963.59,16175.64,4698.860000000001
4098.15,20,0,Self_Employed,Tier_2,819.63,743.19,260.51,677.7,1799.9700000000003,877.28
17718.31,18,4,Self_Employed,Tier_3,2657.75,3149.62,1190.55,2626.54,8304.39,3637.7599999999998
43120.75,32,1,Professional,Tier_3,6468.11,0.0,5886.13,15707.06,19265.17,8148.530000000001
13672.17,37,3,Professional,Tier_2,2734.43,0.0,1236.79,4267.46,6837.5,2567.21
31449.55,20,1,Self_Employed,Tier_2,6289.91,4107.76,2323.6,3861.46,17350.9,6129.42
42892.43,32,1,Self_Employed,Tier_3,6433.86,0.0,5600.12,16455.55,20137.68,6299.18
22809.06,54,0,Retired,Tier_3,3421.36,2303.11,1843.22,7223.7,8713.44,4568.8099999999995
34383.21,38,4,Self_Employed,Tier_3,5157.48,0.0,2676.84,11840.3,15337.529999999999,7205.370000000001
13887.81,59,2,Self_Employed,Tier_1,4166.34,2448.25,701.94,701.94,8010.02,2727.6000000000004
25429.46,56,4,Professional,Tier_2,5085.89,0.0,1475.2,8060.04,12217.71,5151.71
48880.1,40,3,Student,Tier_2,9776.02,0.0,7160.15,14695.45,24793.670000000002,9390.98
34014.12,57,4,Retired,Tier_1,10204.24,5486.89,1670.0,1670.0,21222.170000000002,5635.07
18764.6,52,4,Professional,Tier_2,3752.92,1044.75,1580.29,3923.73,9527.990000000002,4268.14
35894.01,35,3,Self_Employed,Tier_1,10768.2,4493.0,2407.75,3619.24,20802.600000000002,6979.17
53137.62,34,4,Self_Employed,Tier_2,10627.52,9217.22,5626.99,7217.55,27962.899999999998,8739.94
5819.67,48,2,Self_Employed,Tier_3,872.95,0.0,436.17,2247.74,2606.03,965.92
75827.17,43,1,Retired,Tier_2,15165.43,0.0,11068.48,23747.73,38272.4,13807.04
22924.21,39,2,Self_Employed,Tier_2,4584.84,3103.58,1200.53,4335.72,10767.4,4717.509999999999
42164.95,62,1,Student,Tier_2,8432.99,0.0,5961.55,14276.56,20970.43,6917.960000000001
78178.52,53,1,Retired,Tier_2,15635.7,7053.37,10123.63,17047.1,39411.65000000001,14666.4
10012.74,52,4,Retired,Tier_2,2002.55,525.46,619.02,2779.3,4914.99,1792.9900000000002
17007.33,28,1,Self_Employed,Tier_2,3401.47,1428.64,1261.85,4017.78,8767.08,2793.83
23816.02,44,3,Retired,Tier_3,3572.4,0.0,2170.41,9567.58,10363.210000000001,3885.23
16025.71,51,2,Retired,Tier_1,4807.71,0.0,1261.94,3267.86,9824.599999999999,2933.25
120198.75,35,1,Student,Tier_2,24039.75,17041.62,18425.83,21601.05,58637.68,22918.39
15116.39,44,4,Professional,Tier_1,4534.92,1329.66,841.43,2350.53,8820.17,2616.02
19235.55,21,4,Student,Tier_2,3847.11,994.56,1520.47,4784.82,9789.24,3666.9300000000003
35329.16,34,4,Professional,Tier_3,5299.37,2137.18,3304.77,9798.44,16174.210000000001,7219.330000000001
11467.05,23,0,Student,Tier_1,3440.12,0.0,690.15,3066.89,6231.55,2168.62
21859.88,59,2,Self_Employed,Tier_2,4371.98,0.0,1255.73,6912.1,11311.589999999997,3636.2
38673.71,28,4,Student,Tier_3,5801.06,0.0,3347.32,12346.65,19238.59,7088.459999999999
22986.55,22,3,Retired,Tier_2,4597.31,0.0,2085.42,6613.61,11403.830000000002,4969.12
27840.39,35,4,Retired,Tier_2,5568.08,0.0,2762.02,7329.71,14375.280000000002,6135.39
19643.21,42,0,Retired,Tier_1,5892.96,0.0,1069.59,4274.39,10905.81,4463.01
8931.83,27,2,Self_Employed,Tier_1,2679.55,0.0,566.85,1840.05,5449.830000000001,1641.96
38802.01,58,1,Student,Tier_2,7760.4,0.0,2156.7,11540.19,19555.83,7705.99
122137.06,33,2,Professional,Tier_3,18320.56,0.0,26108.32,39649.66,61285.93,21201.47
30444.91,27,1,Student,Tier_2,6088.98,0.0,1562.23,9682.6,14783.119999999999,5979.1900000000005
35924.11,27,1,Student,Tier_3,5388.62,0.0,1998.59,12666.63,16703.03,6554.45
52215.3,53,4,Professional,Tier_2,10443.06,5585.84,7132.06,10852.25,25564.35,10212.859999999999
10867.03,38,3,Student,Tier_3,1630.05,0.0,688.85,4239.31,4834.139999999999,1793.5700000000002
117121.18,31,3,Retired,Tier_3,17568.18,14021.94,29163.6,30498.03,52956.51000000001,19644.7
35270.98,25,4,Professional,Tier_1,10581.29,0.0,2638.69,7712.35,21394.850000000002,6163.790000000001
110684.4,18,0,Student,Tier_2,22136.88,0.0,19706.9,39424.55,49600.87,21658.98
16689.35,33,1,Professional,Tier_1,5006.81,0.0,1302.03,3536.61,9681.37,3471.38
128463.77,43,3,Professional,Tier_2,25692.75,0.0,27221.98,41896.17,59974.34000000001,26593.260000000002
55774.78,59,2,Self_Employed,Tier_2,11154.96,0.0,8315.39,19645.3,24947.590000000004,11181.900000000001
46694.64,23,0,Professional,Tier_2,9338.93,0.0,5141.71,19335.8,19904.170000000002,7454.68
36176.76,56,4,Professional,Tier_2,7235.35,0.0,3300.26,11917.03,16934.120000000003,7325.620000000001
24590.85,19,0,Self_Employed,Tier_2,4918.17,0.0,2192.69,9361.32,10090.300000000001,5139.23
78384.23,26,3,Self_Employed,Tier_1,23515.27,0.0,11260.65,15469.7,48037.68,14876.84
33565.05,22,4,Retired,Tier_1,10069.51,5500.01,1874.13,2344.91,18725.46,6994.66
6218.58,57,3,Retired,Tier_1,1865.57,0.0,497.8,1348.99,3792.1400000000003,1077.4499999999998
12273.57,22,1,Professional,Tier_2,2454.71,0.0,1021.56,4063.63,5755.33,2454.6200000000003
25855.43,64,0,Self_Employed,Tier_2,5171.09,0.0,2181.12,9405.81,10767.33,5682.3
38443.77,25,1,Professional,Tier_1,11533.13,5044.65,3616.24,4014.46,22411.059999999998,6973.599999999999
28672.16,22,2,Professional,Tier_3,4300.82,0.0,2000.18,9817.62,13518.98,5335.56
79549.07,22,1,Student,Tier_2,15909.81,0.0,11160.76,24767.68,40164.93,14616.44
6298.53,34,0,Professional,Tier_2,1259.71,0.0,348.01,2151.94,2828.01,1318.59
33651.84,26,2,Self_Employed,Tier_2,6730.37,5613.93,1718.12,4665.12,16727.23,6645.56
7006.33,51,3,Student,Tier_3,1050.95,507.76,626.85,2346.64,2816.9399999999996,1334.98
55089.95,50,2,Student,Tier_1,16526.98,0.0,6718.15,10690.76,34261.270000000004,10137.9
27816.53,39,0,Self_Employed,Tier_2,5563.31,0.0,1889.59,10128.73,12474.71,5213.1
41967.07,38,4,Retired,Tier_3,6295.06,0.0,5776.11,16286.13,19188.579999999998,6492.35
15030.64,60,2,Self_Employed,Tier_1,4509.19,0.0,1285.64,3701.95,8603.91,2724.77
83493.55,32,3,Student,Tier_1,25048.06,8561.96,8583.19,8583.19,51109.11000000001,15239.28
69032.48,18,2,Self_Employed,Tier_2,13806.5,8810.08,8420.17,12713.58,35118.65,12390.17
47848.17,24,1,Self_Employed,Tier_2,9569.63,2504.65,6745.02,11157.92,26634.78,7550.82
27047.2,40,4,Retired,Tier_1,8114.16,0.0,1613.88,5270.18,16054.59,5722.43
47707.24,64,0,Professional,Tier_1,14312.17,0.0,5221.45,14735.34,23237.43,9734.48
17042.04,23,4,Self_Employed,Tier_2,3408.41,0.0,1463.06,4863.71,8513.24,3665.0899999999997
59480.11,37,1,Professional,Tier_3,8922.02,0.0,6180.5,23086.04,26632.76,9761.32
112256.01,43,4,Self_Employed,Tier_2,22451.2,0.0,20057.19,30002.33,58946.45000000001,23307.23
70646.31,59,1,Self_Employed,Tier_3,10596.95,13714.08,8982.66,11376.06,32830.78,12725.39
16735.22,29,2,Retired,Tier_2,3347.04,3153.0,1618.07,1669.62,8678.68,3233.91
40058.11,30,0,Self_Employed,Tier_2,8011.62,0.0,4044.35,15329.54,16367.569999999998,8361.0
10661.98,64,1,Retired,Tier_2,2132.4,1595.17,1047.52,1694.72,5445.870000000001,1926.23
47423.11,30,1,Self_Employed,Tier_1,14226.93,0.0,5026.25,9839.35,28279.789999999997,9303.960000000001
43020.64,19,2,Student,Tier_1,12906.19,0.0,5598.79,8761.16,27251.11,7008.370000000001
6721.72,49,1,Student,Tier_1,2016.52,551.28,401.5,985.11,3802.17,1383.17
11843.39,48,0,Retired,Tier_1,3553.02,0.0,967.84,3419.66,6374.93,2048.7999999999997
23919.31,28,3,Self_Employed,Tier_2,4783.86,0.0,2237.55,7226.49,11900.66,4792.17
23582.61,54,4,Student,Tier_3,3537.39,0.0,1982.32,9127.58,10242.19,4212.849999999999
11400.03,21,1,Self_Employed,Tier_1,3420.01,805.78,944.48,1453.14,6918.460000000001,2222.65
40951.17,51,4,Retired,Tier_2,8190.23,0.0,4724.17,12477.89,20586.69,7886.59
36685.31,33,4,Self_Employed,Tier_3,5502.8,0.0,2348.19,13450.21,16389.06,6846.039999999999
25681.79,48,3,Professional,Tier_1,7704.54,0.0,2328.15,6391.17,15158.7,4131.929999999999
16388.24,42,1,Retired,Tier_3,2458.24,0.0,1008.08,5587.5,7398.57,3402.1799999999994
69419.17,56,0,Retired,Tier_3,10412.88,0.0,7151.89,29913.84,27199.95,12305.4
112789.48,25,1,Professional,Tier_1,33836.84,20665.73,0.0,-1085.39,69469.73,23739.4
20375.81,25,4,Self_Employed,Tier_3,3056.37,1898.28,1439.51,4875.79,9054.050000000001,4547.679999999999
18383.69,51,2,Student,Tier_3,2757.55,0.0,1746.57,7298.65,7505.99,3579.0499999999997
44441.05,32,3,Retired,Tier_1,13332.31,4732.31,4095.1,4095.1,26599.78,9013.83
22528.34,22,0,Retired,Tier_3,3379.25,2463.44,2109.93,7161.73,8693.289999999999,4209.879999999999
26834.27,36,0,Student,Tier_2,5366.85,0.0,2460.11,9524.47,11683.279999999999,5626.51
54212.96,27,4,Self_Employed,Tier_3,8131.94,0.0,5727.43,20403.96,24661.949999999997,9147.05
6512.43,26,0,Student,Tier_2,1302.49,0.0,575.17,2570.3,2703.69,1238.44
86128.4,46,4,Self_Employed,Tier_2,17225.68,7060.18,12057.09,21187.37,41849.1,16031.75
31796.04,57,0,Professional,Tier_2,6359.21,0.0,3020.09,12302.65,13266.82,6226.58
21585.09,54,0,Student,Tier_2,4317.02,3425.26,1874.5,5403.74,9329.420000000002,3426.67
27933.04,36,4,Retired,Tier_2,5586.61,0.0,2380.42,9041.58,13497.59,5393.880000000001
29111.72,30,3,Student,Tier_3,4366.76,0.0,2773.81,9729.33,14317.670000000002,5064.710000000001
7510.01,63,0,Retired,Tier_2,1502.0,0.0,517.11,3052.77,3255.7700000000004,1201.4699999999998
99200.99,57,1,Professional,Tier_3,14880.15,13516.54,14275.91,24715.43,43402.939999999995,17566.07
31008.39,33,2,Self_Employed,Tier_2,6201.68,5684.22,2501.05,4627.45,14912.83,5783.9
42759.83,47,4,Retired,Tier_3,6413.97,0.0,4400.53,15414.71,17476.69,9868.42
64227.87,22,0,Student,Tier_2,12845.57,0.0,6589.71,22792.55,27436.44,13998.880000000001
13253.58,50,3,Professional,Tier_2,2650.72,0.0,717.48,4373.24,6416.84,2463.48
43814.94,36,1,Retired,Tier_2,8762.99,0.0,5474.84,11726.29,23048.339999999997,9040.31
24217.72,36,4,Student,Tier_2,4843.54,2008.03,1606.63,5546.83,12331.489999999998,4331.36
59063.55,34,1,Professional,Tier_3,8859.53,0.0,6640.94,20723.93,27461.960000000003,10877.659999999998
5470.75,41,2,Student,Tier_1,1641.22,552.14,295.31,613.05,3246.53,1059.03
27713.56,45,3,Self_Employed,Tier_2,5542.71,0.0,1565.64,9185.07,12942.900000000001,5585.57
18521.66,59,4,Retired,Tier_1,5556.5,2300.44,1806.94,2602.0,10297.859999999999,3321.3500000000004
42394.04,54,4,Student,Tier_3,6359.11,0.0,4752.05,15857.95,18442.64,8093.44
43694.96,39,0,Professional,Tier_1,13108.49,0.0,6046.39,13953.81,22492.71,7248.4400000000005
17032.05,56,1,Self_Employed,Tier_2,3406.41,0.0,1245.89,5327.41,8282.85,3421.79
16970.19,33,4,Student,Tier_2,3394.04,0.0,1296.91,5471.16,8506.27,2992.7699999999995
27458.21,52,1,Retired,Tier_1,8237.46,0.0,1849.16,5561.89,16073.689999999999,5822.619999999999
14641.85,44,2,Professional,Tier_2,2928.37,1769.34,1136.51,2526.36,7785.38,2560.76
58837.79,29,0,Professional,Tier_3,8825.67,0.0,7737.25,24469.6,22755.379999999997,11612.8
22327.78,63,2,Self_Employed,Tier_1,6698.33,0.0,2190.86,4658.74,13443.53,4225.5
2931.77,45,0,Student,Tier_3,439.77,578.28,233.0,684.41,1161.12,507.96999999999997
22227.71,18,0,Self_Employed,Tier_1,6668.31,0.0,1647.36,7095.1,11321.26,3811.35
13070.56,56,1,Professional,Tier_1,3921.17,1822.36,1229.04,1229.04,7739.39,2279.79
8135.01,35,0,Retired,Tier_2,1627.0,907.41,694.1,1999.92,3610.08,1617.6
11147.95,40,2,Professional,Tier_2,2229.59,0.0,970.67,4171.7,5138.91,1837.35
32744.14,39,2,Student,Tier_2,6548.83,3038.09,2130.95,6255.39,17458.329999999998,5992.34
86843.71,21,2,Professional,Tier_1,26053.11,0.0,10195.13,20925.47,51823.54,14094.71
38541.86,28,1,Retired,Tier_2,7708.37,0.0,3415.15,11817.69,19969.96,6754.21
18467.17,35,1,Retired,Tier_1,5540.15,2522.67,1258.45,1666.89,10801.56,3476.0600000000004
43203.47,24,3,Self_Employed,Tier_3,6480.52,0.0,4982.28,17976.9,18208.850000000002,7017.710000000001
20778.63,38,4,Professional,Tier_2,4155.73,0.0,1453.79,6126.22,10180.3,4472.110000000001
17210.46,52,3,Student,Tier_2,3442.09,2271.63,1269.31,3864.76,8032.12,3041.9399999999996
11913.92,54,3,Retired,Tier_3,1787.09,0.0,1010.06,4243.48,5596.17,2074.27
7387.09,47,0,Retired,Tier_2,1477.42,0.0,379.2,2518.56,3350.46,1518.0900000000001
21960.79,34,0,Student,Tier_2,4392.16,2771.66,1103.78,5235.44,10035.289999999999,3918.3999999999996
34043.54,50,3,Professional,Tier_3,5106.53,0.0,3402.1,11426.22,16954.449999999997,5662.87
27768.39,33,4,Retired,Tier_1,8330.52,5319.49,0.0,-427.26,17020.74,5855.42
21507.98,32,3,Self_Employed,Tier_2,4301.6,0.0,1812.79,6046.53,11167.420000000002,4294.04
14077.82,30,1,Retired,Tier_1,4223.35,0.0,1156.79,2226.46,9012.310000000001,2839.08
48803.12,56,2,Student,Tier_1,14640.94,0.0,5814.69,10930.53,29946.059999999998,7926.530000000001
10459.3,20,3,Professional,Tier_1,3137.79,0.0,712.74,1618.97,6544.05,2296.2900000000004
55813.72,41,0,Retired,Tier_3,8372.06,0.0,8126.04,24868.88,19371.31,11573.51
13455.98,40,4,Retired,Tier_2,2691.2,0.0,1034.37,4574.79,6396.3099999999995,2484.89
16432.3,62,0,Professional,Tier_1,4929.69,2064.4,1496.11,2196.32,9137.279999999999,3034.3
9279.14,18,1,Professional,Tier_2,1855.83,0.0,791.04,3039.83,4703.330000000001,1535.98
20087.06,49,0,Self_Employed,Tier_2,4017.41,0.0,1696.17,7665.63,8532.04,3889.39
65460.53,50,0,Retired,Tier_2,13092.11,0.0,6722.49,24953.45,29696.6,10810.49
45317.8,47,4,Self_Employed,Tier_2,9063.56,3816.02,5468.27,11555.01,21187.72,8759.05
65623.58,19,4,Self_Employed,Tier_2,13124.72,0.0,8081.79,26384.04,30312.65,8926.89
45554.59,35,0,Student,Tier_2,9110.92,3343.38,5333.13,15464.73,18742.13,8004.349999999999
12407.01,47,0,Retired,Tier_3,1861.05,2313.27,1058.69,3353.27,4341.349999999999,2399.12
23024.66,35,3,Professional,Tier_2,4604.93,4597.44,1640.7,1640.7,11655.27,5131.25
16071.35,22,1,Self_Employed,Tier_3,2410.7,2231.49,1303.6,2808.08,7508.589999999999,3523.17
86978.18,22,3,Student,Tier_1,26093.45,0.0,11233.33,17924.55,52573.78,16479.84
11516.34,25,4,Student,Tier_1,3454.9,0.0,1090.06,2278.96,7040.0199999999995,2197.36
61323.03,26,3,Retired,Tier_1,18396.91,9754.63,2804.05,2804.05,36680.22,12084.150000000001
61286.55,49,3,Student,Tier_1,18385.97,6929.9,8758.57,8980.2,33444.83,11931.62
129657.13,31,0,Student,Tier_3,19448.57,0.0,23417.56,54187.07,50646.06,24824.0
21616.31,30,0,Retired,Tier_2,4323.26,3875.17,2098.5,4231.86,8873.09,4636.2
53040.46,35,1,Self_Employed,Tier_2,10608.09,5410.41,6163.82,10816.38,27149.18,9664.48
186143.68,21,2,Student,Tier_2,37228.74,0.0,40535.65,47823.83,95773.45,42546.42
18303.35,39,2,Self_Employed,Tier_2,3660.67,967.91,1695.66,4574.45,9258.789999999999,3502.21
8786.05,37,3,Self_Employed,Tier_1,2635.81,0.0,586.22,1813.81,5270.439999999999,1701.81
6667.13,32,1,Self_Employed,Tier_2,1333.43,0.0,536.2,2186.92,3176.18,1304.0400000000002
53057.01,24,1,Professional,Tier_2,10611.4,2956.18,7195.56,12824.51,26100.159999999996,11176.169999999998
6650.4,30,4,Retired,Tier_3,997.56,0.0,626.7,2312.95,2953.76,1383.6799999999998
22272.26,51,0,Retired,Tier_2,4454.45,0.0,1191.53,8155.43,9759.29,4357.54
42565.66,58,4,Self_Employed,Tier_3,6384.85,0.0,4496.9,15170.26,19255.93,8139.47
34790.27,47,2,Student,Tier_2,6958.05,0.0,3282.27,10673.68,16687.260000000002,7429.32
42163.43,22,1,Professional,Tier_1,12649.03,7329.6,2421.55,2421.55,26298.18,6114.12
35838.73,18,2,Professional,Tier_2,7167.75,0.0,3235.95,7649.72,19730.19,8458.82
83453.54,48,0,Retired,Tier_2,16690.71,0.0,8413.23,33044.12,33074.78,17334.64
14004.02,37,0,Professional,Tier_2,2800.8,0.0,878.2,5007.15,6200.25,2796.6099999999997
17454.57,36,0,Self_Employed,Tier_1,5236.37,0.0,1303.39,5019.52,9417.970000000001,3017.09
16168.58,46,2,Self_Employed,Tier_1,4850.57,1829.07,1112.43,1634.15,9690.05,3015.31
58285.35,62,1,Retired,Tier_1,17485.61,11374.93,511.69,511.69,35043.65,11355.08
61652.65,55,4,Retired,Tier_2,12330.53,0.0,9242.88,20486.89,29433.54,11732.220000000001
43042.05,27,1,Professional,Tier_3,6456.31,4848.45,4331.04,11326.52,20014.36,6852.740000000001
77323.07,46,1,Student,Tier_2,15464.61,14837.8,10242.43,12541.78,35640.84,14302.640000000001
11690.36,48,3,Professional,Tier_2,2338.07,0.0,1020.2,3750.62,6005.59,1934.15
113860.8,28,1,Retired,Tier_2,22772.16,13729.51,21019.71,24631.63,55530.32000000001,19969.340000000004
101472.55,40,4,Self_Employed,Tier_2,20294.51,16058.67,10919.6,10919.6,53424.7,21069.58
54038.4,47,3,Self_Employed,Tier_1,16211.52,0.0,6000.83,10644.92,33783.89,9609.58
124790.52,42,1,Student,Tier_3,18718.58,11728.25,20476.99,35174.87,55577.560000000005,22309.840000000004
7971.71,33,3,Student,Tier_1,2391.51,1054.92,405.62,405.62,4925.67,1585.49
19720.11,40,1,Professional,Tier_1,5916.03,0.0,1427.54,4051.97,12096.31,3571.8199999999997
16659.07,50,0,Self_Employed,Tier_1,4997.72,1646.49,1251.12,3085.56,8607.42,3319.59
53430.45,54,0,Professional,Tier_1,16029.14,0.0,6406.55,15489.25,26719.12,11222.09
12949.86,45,1,Student,Tier_2,2589.97,1962.39,801.03,1995.24,6311.66,2680.5599999999995
54992.32,44,3,Retired,Tier_2,10998.46,0.0,7143.44,18525.28,26136.68,10330.34
89803.71,23,4,Professional,Tier_2,17960.74,0.0,9031.93,26764.15,46126.31,16913.25
52319.01,55,0,Professional,Tier_2,10463.8,4403.75,6815.98,18287.6,21790.75,7836.91
37644.93,54,3,Self_Employed,Tier_2,7528.99,0.0,2971.93,12105.88,18770.97,6768.080000000001
13611.28,23,4,Self_Employed,Tier_1,4083.38,0.0,938.0,2457.57,8231.65,2922.0700000000006
15236.85,42,3,Self_Employed,Tier_3,2285.53,0.0,824.65,5748.68,6734.94,2753.23
81523.6,30,1,Professional,Tier_2,16304.72,0.0,10027.1,22038.54,43497.71,15987.35
55962.21,50,0,Self_Employed,Tier_1,16788.66,0.0,5652.79,17060.3,28947.71,9954.18
29078.0,50,0,Self_Employed,Tier_3,4361.7,3015.0,2247.73,9163.47,11283.83,5615.700000000001
21474.58,42,0,Student,Tier_1,6442.37,3115.77,1370.02,2384.26,11541.300000000001,4433.25
5933.13,31,1,Self_Employed,Tier_2,1186.63,0.0,467.83,1687.21,3125.01,1120.92
12737.05,57,4,Retired,Tier_2,2547.41,1217.04,1036.28,2688.57,6295.74,2535.6899999999996
138425.55,58,4,Student,Tier_1,41527.67,0.0,27451.58,27451.58,84549.44,26424.52
10770.74,59,0,Professional,Tier_3,1615.61,0.0,1057.17,4922.47,3645.3399999999997,2202.94
34910.28,55,4,Professional,Tier_2,6982.06,3207.31,3287.13,6902.57,17757.07,7043.33
67165.02,26,0,Self_Employed,Tier_2,13433.0,0.0,7375.25,26178.53,27336.22,13650.28
10993.01,35,4,Retired,Tier_1,3297.9,1176.87,881.12,1191.75,6800.900000000001,1823.4799999999998
34777.33,32,0,Student,Tier_2,6955.47,4981.85,2138.97,7493.38,14428.59,7873.51
63531.12,21,4,Self_Employed,Tier_3,9529.67,6351.59,6702.87,15160.65,28501.429999999997,13517.46
30301.49,51,3,Student,Tier_2,6060.3,3490.03,2108.5,6231.68,15307.98,5271.79
297650.45,55,0,Self_Employed,Tier_1,89295.14,15818.28,68037.88,69848.82,151022.26,60961.09
7895.7,34,0,Student,Tier_2,1579.14,1223.83,672.61,1963.05,3422.4800000000005,1286.33
69977.95,24,2,Student,Tier_2,13995.59,12019.85,5295.68,5295.68,37106.920000000006,15555.51
26126.65,49,0,Professional,Tier_2,5225.33,0.0,1425.31,10087.92,11569.41,4469.3099999999995
55630.61,40,4,Student,Tier_3,8344.59,0.0,5873.37,19505.12,25583.840000000004,10541.65
42701.89,37,3,Retired,Tier_3,6405.28,7432.87,6386.57,9166.05,18449.649999999998,7653.31
16687.71,64,3,Professional,Tier_1,5006.31,2210.0,935.84,1301.03,10369.259999999998,2807.4300000000003
36031.53,19,4,Self_Employed,Tier_2,7206.31,4098.25,2558.61,5437.99,19389.43,7105.87
6786.1,38,1,Self_Employed,Tier_3,1017.91,0.0,530.85,2404.85,3238.17,1143.07
48608.35,29,0,Student,Tier_2,9721.67,0.0,6174.6,19364.78,20165.08,9078.48
38081.33,59,3,Professional,Tier_1,11424.4,2966.82,3735.33,5143.27,22368.519999999997,7602.710000000001
50005.13,44,4,Professional,Tier_1,15001.54,7420.36,1971.25,1971.25,28939.870000000003,11673.650000000001
69943.8,27,3,Self_Employed,Tier_1,20983.14,0.0,9440.11,17808.9,38952.17,13182.72
40257.38,25,3,Retired,Tier_3,6038.61,5495.32,5026.12,10109.15,16400.29,8252.63
33773.24,38,4,Retired,Tier_2,6754.65,3866.15,2768.89,7802.27,16117.779999999999,5987.049999999999
14825.41,39,2,Professional,Tier_2,2965.08,0.0,903.13,5298.32,7072.18,2454.93
16969.55,30,3,Professional,Tier_1,5090.87,0.0,1441.64,2598.32,10909.550000000001,3461.7000000000003
77523.81,57,3,Self_Employed,Tier_1,23257.14,0.0,10032.06,21149.59,42509.77,13864.449999999999
94657.56,29,1,Professional,Tier_2,18931.51,13460.71,9910.6,14125.5,50323.149999999994,16748.2
24796.66,34,2,Self_Employed,Tier_2,4959.33,0.0,1821.47,7465.75,12191.4,5139.53
31124.63,26,1,Retired,Tier_2,6224.93,6011.43,2193.6,5248.41,13753.45,6111.349999999999
14548.76,57,4,Professional,Tier_1,4364.63,0.0,1181.25,2580.89,9385.19,2582.69
76661.75,29,0,Retired,Tier_3,11499.26,5395.13,8941.65,25260.6,30829.36,15176.660000000002
51087.04,26,4,Retired,Tier_3,7663.06,0.0,7627.54,18659.28,22628.34,9799.42
141765.08,47,2,Student,Tier_2,28353.02,0.0,35237.67,50756.31,65871.73999999999,25137.03
14858.01,23,4,Self_Employed,Tier_2,2971.6,0.0,1055.73,4347.51,8029.729999999999,2480.7799999999997
22171.13,42,2,Self_Employed,Tier_1,6651.34,0.0,1790.73,4254.21,13085.7,4831.2
36102.21,45,1,Self_Employed,Tier_2,7220.44,0.0,3149.24,9942.44,19248.760000000002,6911.0
50319.32,27,3,Student,Tier_2,10063.86,0.0,5931.19,12400.39,26744.98,11173.95
25245.89,58,4,Self_Employed,Tier_2,5049.18,4915.33,1408.1,2741.25,11861.490000000002,5727.820000000001
14921.88,45,4,Student,Tier_2,2984.38,2022.45,949.84,2966.2,7531.76,2401.4700000000003
60723.05,46,3,Professional,Tier_2,12144.61,0.0,8248.27,16707.13,33542.55,10473.37
53415.75,53,4,Student,Tier_2,10683.15,0.0,5810.21,19725.62,24422.71,9267.42
14413.68,28,4,Retired,Tier_1,4324.11,0.0,1370.74,3179.69,8778.699999999999,2455.2999999999997
88725.88,38,0,Self_Employed,Tier_3,13308.88,15509.29,11933.48,22106.28,32163.13,18947.16
76505.02,55,0,Student,Tier_2,15301.0,0.0,8015.03,27766.47,33027.54,15711.02
33402.63,43,3,Student,Tier_2,6680.53,0.0,2633.84,10625.26,16835.89,5941.49
31972.48,35,1,Student,Tier_1,9591.75,6364.48,0.0,-607.61,19508.59,6707.040000000001
46732.67,21,4,Student,Tier_3,7009.9,0.0,5666.46,15677.58,21698.46,9356.630000000001
15056.88,61,4,Professional,Tier_2,3011.38,0.0,925.45,4698.07,7546.200000000001,2812.61
30729.48,58,1,Professional,Tier_2,6145.9,5816.19,1564.09,2031.14,16714.75,6167.4
5361.75,32,4,Professional,Tier_1,1608.53,589.14,437.98,783.24,3042.94,946.43
60482.97,40,1,Self_Employed,Tier_1,18144.89,0.0,7167.34,8913.97,36938.38,14630.64
