Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Gasto_Fijo,Gastos_variables
88065.18,49,1,Professional,Tier_3,13209.78,11621.46,4124.68,11003.17,5452.21,2988.13,2946.06,6910.4,3335.34,8576.34,1088.77,13.36,11769.11,16808.85,42366.18000000001,17268.7
25701.62,52,0,Professional,Tier_1,7710.49,4859.37,671.18,3454.38,1691.75,1273.54,806.96,2029.11,938.43,0.0,503.79,5.72,1468.98,1762.63,13527.8,5551.83
97364.87,35,0,Student,Tier_2,19472.97,18411.31,4853.73,10737.54,7150.98,4045.12,2046.25,3969.27,3773.95,0.0,2589.56,12.57,12240.82,20314.18,42215.22,16424.15
29480.0,60,1,Retired,Tier_2,5896.0,4633.06,775.75,3962.55,1564.4,949.65,1461.52,2317.27,1253.08,2540.26,363.4,5.84,1720.71,3763.07,14738.960000000001,6344.92
52824.89,33,2,Retired,Tier_2,10564.98,6483.45,1960.47,5557.88,4120.94,1435.42,1844.61,3833.83,2030.49,4704.19,941.35,11.55,6101.63,9347.28,26908.46,10085.7
97640.0,35,0,Student,Tier_1,29292.0,8801.4,3359.71,12748.15,5122.69,2161.16,4528.44,4539.06,3709.27,0.0,1561.21,13.92,13594.76,21816.92,50522.55,16499.14
25699.08,55,4,Self_Employed,Tier_1,7709.72,2880.98,1107.99,3268.11,1550.4,1259.34,656.74,1318.34,1247.44,1410.56,528.43,6.67,1714.38,2761.03,15046.78,5010.289999999999
35727.07,42,3,Self_Employed,Tier_2,7145.41,7064.62,1239.06,4321.65,2290.27,978.93,1430.51,2570.36,1687.09,3028.76,1009.11,7.42,2652.58,2961.3,18025.15,7676.000000000001
84123.68,51,4,Self_Employed,Tier_2,16824.74,15022.97,2531.45,11890.96,5084.66,3060.45,3637.23,3927.57,3191.41,6066.45,1059.75,14.63,11826.04,11826.04,42398.259999999995,14876.41
26971.88,21,1,Professional,Tier_2,5394.38,3308.81,1315.78,3479.66,1421.22,970.22,949.98,1467.31,1237.05,2368.88,406.59,5.43,1465.22,4652.02,13979.920000000002,5031.15
10427.89,22,3,Self_Employed,Tier_3,1564.18,0.0,386.36,1174.99,679.69,341.35,393.04,537.87,367.9,760.32,108.26,8.43,878.71,4113.93,4565.54,1748.42
166601.22,31,0,Self_Employed,Tier_2,33320.24,0.0,3552.52,20915.7,9576.57,7294.07,6445.95,7856.29,6714.31,0.0,3084.53,21.54,35893.14,67841.04,67365.03,31395.15
20601.95,18,0,Professional,Tier_3,3090.29,3667.89,685.77,2881.62,1442.93,970.34,473.11,1311.33,752.65,0.0,567.9,7.93,1634.72,4758.12,8100.610000000001,4075.3300000000004
34062.68,39,3,Retired,Tier_2,6812.54,0.0,1193.79,4869.09,2661.89,994.3,1413.62,1867.52,1435.87,3248.27,666.79,8.0,2723.4,8899.01,18785.58,6378.099999999999
75641.32,63,0,Student,Tier_1,22692.4,0.0,1589.64,8735.11,5227.14,3671.5,2155.41,3123.58,3612.4,0.0,1204.15,13.11,9918.13,23629.99,38244.29,13767.039999999999
18437.79,38,3,Retired,Tier_2,3687.56,2989.28,746.48,1916.75,995.4,899.07,908.1,1048.32,568.72,1482.43,489.26,6.66,1227.95,2706.41,8828.62,3913.47
13395.29,30,2,Professional,Tier_3,2009.29,0.0,462.1,1509.6,838.79,355.22,446.38,1007.27,440.92,750.27,288.69,6.28,841.52,5286.77,5570.050000000001,2538.48
36751.8,53,1,Self_Employed,Tier_1,11025.54,0.0,860.31,5311.04,1978.7,1098.97,1119.99,2466.63,1541.64,3614.69,1001.03,9.8,3601.14,6733.26,22790.280000000002,7228.26
7147.31,46,4,Self_Employed,Tier_2,1429.46,790.0,214.9,951.95,454.72,310.5,205.61,318.28,216.52,710.25,208.62,5.66,404.55,1336.51,3761.28,1259.5300000000002
23828.27,55,3,Retired,Tier_1,7148.48,0.0,834.48,3529.39,1868.46,1045.43,923.09,1521.83,1187.34,2102.11,265.55,6.01,1432.61,3402.11,15482.919999999998,4943.24
36496.94,26,3,Professional,Tier_3,5474.54,4529.74,1685.15,3725.08,2156.24,1756.23,1058.0,1469.91,1246.59,3505.31,510.82,7.5,2736.11,9379.33,16546.32,6041.55
24172.99,50,2,Professional,Tier_2,4834.6,0.0,818.02,2841.61,1261.52,1084.66,769.61,980.75,764.51,1297.72,699.12,6.09,1472.65,8820.86,11053.470000000001,4298.65
8727.13,39,4,Retired,Tier_1,2618.14,0.0,411.16,1050.96,556.63,275.72,192.03,389.85,347.34,532.46,114.64,6.07,529.69,2238.2,5169.349999999999,1319.58
107397.81,34,2,Self_Employed,Tier_3,16109.67,12837.27,4586.03,12523.17,8190.83,3992.67,3546.51,7685.31,4045.33,9622.5,2118.62,16.28,17488.22,22139.87,51032.2,21388.440000000002
32590.73,40,2,Professional,Tier_1,9777.22,1700.49,1283.18,3672.7,1763.69,914.17,1402.15,1599.71,1349.26,2319.84,735.59,5.59,1822.0,6072.75,18816.63,6000.880000000001
94265.86,53,1,Retired,Tier_2,18853.17,9257.24,3645.53,11585.17,6801.71,3221.84,2887.53,5440.11,3464.93,8827.41,1236.35,13.85,13052.77,19044.87,49712.98999999999,16250.76
24365.5,23,0,Self_Employed,Tier_2,4873.1,0.0,1020.47,3262.36,1519.34,1030.92,1145.73,1088.24,848.51,0.0,282.52,9.67,2355.29,9294.31,10675.27,4395.92
14837.95,56,4,Self_Employed,Tier_3,2225.69,828.17,494.13,1618.69,942.51,431.61,677.28,1049.26,560.78,1035.84,207.89,5.16,765.93,4766.1,6316.86,2926.8199999999997
37208.68,46,2,Self_Employed,Tier_2,7441.74,6799.43,1215.65,5192.2,2714.31,1839.03,1711.32,2826.19,1500.8,2840.03,806.64,6.25,2321.37,2321.37,19403.93,8683.98
25243.47,44,0,Student,Tier_3,3786.52,0.0,670.54,2795.43,1999.36,766.58,780.17,1896.24,1192.12,0.0,536.94,7.86,1985.39,10819.58,9251.849999999999,5172.05
11692.97,22,0,Professional,Tier_1,3507.89,1613.42,429.65,1736.55,685.81,356.16,534.22,577.65,377.06,0.0,123.5,5.58,652.78,1751.07,6359.9,1968.59
97224.7,26,0,Professional,Tier_1,29167.41,0.0,3969.53,13519.78,6038.4,4767.77,2332.65,4825.21,4409.84,0.0,2248.8,11.78,11452.13,25945.32,52695.119999999995,18584.27
18235.7,41,0,Self_Employed,Tier_1,5470.71,2017.07,510.04,2119.29,944.17,755.93,891.91,1444.55,559.28,0.0,506.14,7.16,1306.19,3016.62,9044.210000000001,4157.8099999999995
6882.52,36,1,Student,Tier_2,1376.5,447.0,185.42,889.6,416.78,176.37,278.97,479.6,340.41,625.84,148.95,6.61,454.61,1517.08,3494.1400000000003,1424.3
86810.73,50,1,Professional,Tier_1,26043.22,0.0,2221.18,10343.43,4962.77,3703.45,3487.95,3577.89,3469.65,4773.69,2013.05,14.34,12450.65,22214.45,48344.29,16251.989999999998
20040.58,47,2,Professional,Tier_1,6012.17,0.0,436.99,3004.1,1451.97,611.27,441.77,1204.23,618.5,1666.06,252.97,9.41,1885.89,4340.55,12571.289999999999,3128.7400000000002
18447.67,57,0,Student,Tier_3,2767.15,0.0,875.78,2285.38,1304.97,807.65,905.59,1204.1,626.83,0.0,204.95,8.15,1503.5,7465.29,7233.28,3749.12
7307.4,21,2,Professional,Tier_1,2192.22,0.0,345.44,978.93,437.62,179.41,283.07,349.38,305.96,367.19,114.68,8.23,601.1,1753.5,4321.4,1232.5
120777.57,49,3,Professional,Tier_2,24155.51,6775.46,2968.34,15923.46,8333.96,3965.64,3287.38,6151.31,3724.01,6721.72,1840.51,19.25,23249.74,36930.27,58102.98999999999,18968.850000000002
10693.25,18,1,Retired,Tier_2,2138.65,945.55,475.76,1230.58,799.97,381.01,345.54,843.05,451.98,695.68,233.48,7.61,813.77,2151.99,5340.64,2255.06
31436.1,51,1,Professional,Tier_1,9430.83,0.0,1003.04,3747.92,2368.28,1520.58,1389.65,2304.02,1366.64,2008.97,515.31,6.32,1987.34,5780.86,18559.04,7096.200000000001
62258.41,38,4,Student,Tier_2,12451.68,6809.27,2319.86,7791.58,4591.26,1691.56,2847.81,2519.4,3012.54,4926.84,1433.89,13.07,8139.32,11862.71,32081.220000000005,11505.199999999999
42037.87,48,3,Student,Tier_2,8407.57,0.0,1522.7,4725.29,2548.82,2062.64,876.62,2651.31,1791.24,3067.5,844.29,11.71,4923.62,13539.89,20271.88,8226.1
28601.92,31,1,Self_Employed,Tier_2,5720.38,0.0,1169.56,3144.31,1842.67,851.12,806.25,1611.71,1216.27,1717.3,509.26,9.21,2633.21,10013.1,13594.22,4994.610000000001
7689.57,43,0,Retired,Tier_3,1153.44,0.0,293.71,1140.46,534.0,295.31,242.26,476.92,259.68,0.0,204.16,9.23,709.85,3089.64,3121.61,1478.3300000000002
15696.18,39,0,Self_Employed,Tier_2,3139.24,2194.62,436.11,1791.79,962.27,402.44,401.42,1119.44,489.48,0.0,235.09,7.66,1202.07,4524.29,6329.41,2647.87
34863.4,51,0,Retired,Tier_3,5229.51,3584.19,1094.37,4085.49,2438.12,1714.52,1608.72,1493.03,1425.9,0.0,358.12,7.2,2509.57,11831.43,12847.489999999998,6600.29
15981.92,50,2,Retired,Tier_2,3196.38,0.0,493.86,2254.36,1172.79,539.79,382.18,1109.94,509.05,1264.87,241.67,8.02,1281.94,4817.03,8382.26,2782.63
35300.07,30,1,Self_Employed,Tier_2,7060.01,0.0,1691.8,4913.52,1865.61,820.69,884.84,2491.31,1315.22,2823.11,616.55,6.92,2441.97,10817.4,18354.05,6128.61
51758.68,49,2,Professional,Tier_1,15527.6,0.0,1104.27,5578.38,3209.45,2409.54,2317.92,3354.2,2244.72,3123.93,732.33,12.98,6720.15,12156.34,28543.63,11058.71
64793.14,25,1,Retired,Tier_2,12958.63,0.0,2816.42,7001.63,4444.91,2135.13,2808.98,3461.44,3029.24,3342.39,1223.64,13.64,8839.34,21570.71,30563.980000000003,12658.43
11248.71,39,4,Self_Employed,Tier_2,2249.74,0.0,375.54,1219.98,701.1,455.55,404.28,658.31,400.36,1094.01,189.33,9.26,1041.8,3500.5,5640.37,2107.83
173905.88,58,2,Self_Employed,Tier_2,34781.18,0.0,7308.67,22323.98,11814.25,3833.04,6636.56,10141.67,6975.95,14049.15,3127.52,15.48,26923.28,52913.92,90277.23,30714.74
55433.32,37,1,Self_Employed,Tier_2,11086.66,6772.91,1617.96,7823.05,3699.06,2583.15,1945.72,2601.34,1936.06,3501.36,950.41,10.03,5557.7,10915.64,27728.09,10016.679999999998
29958.89,38,4,Self_Employed,Tier_2,5991.78,0.0,688.16,4098.8,2299.2,797.07,1327.05,1623.73,1438.94,2853.31,426.1,8.59,2574.49,8414.76,15931.249999999998,5612.89
71724.09,51,1,Self_Employed,Tier_2,14344.82,10901.13,3166.08,8557.67,4731.86,2320.11,2203.35,4796.53,2761.47,7027.29,1119.66,10.09,7239.85,9794.13,37827.72,13201.119999999999
199043.54,47,3,Professional,Tier_2,39808.71,11257.47,4602.21,25699.69,15056.26,4336.34,9648.81,8946.92,8561.12,14135.2,2291.21,22.04,43867.49,54699.6,99302.07,33784.4
9489.84,23,2,Student,Tier_2,1897.97,1221.6,421.53,1283.26,505.3,459.56,416.31,635.39,356.4,936.48,108.73,7.2,683.4,1247.29,5044.539999999999,1976.3899999999999
25052.84,52,0,Professional,Tier_1,7515.85,2322.85,903.2,2518.66,1705.66,596.04,635.62,1876.71,814.45,0.0,660.65,7.87,1972.66,5503.15,12643.37,4583.47
4474.76,44,4,Student,Tier_3,671.21,0.0,180.76,631.65,283.16,172.16,124.24,286.98,140.25,314.54,80.09,9.28,415.27,1589.72,2081.32,803.72
34998.97,37,4,Retired,Tier_3,5249.85,5855.49,979.3,4871.73,2583.63,1440.56,1252.37,2212.51,1684.97,2547.69,720.87,8.41,2942.86,5599.99,16232.199999999999,7311.280000000001
40185.76,55,0,Retired,Tier_2,8037.15,3955.8,1622.22,5502.91,2602.44,1167.18,1207.0,2744.17,1655.62,0.0,762.4,12.21,4907.92,10928.88,17764.72,7536.37
29074.68,57,4,Self_Employed,Tier_3,4361.2,0.0,1359.98,4309.36,2119.89,1182.54,1122.98,1614.65,1032.91,2530.09,863.64,7.35,2137.09,8577.44,14680.52,5816.719999999999
17771.05,31,0,Professional,Tier_2,3554.21,0.0,451.61,1784.34,1038.34,723.5,761.54,1385.47,697.83,0.0,470.58,7.15,1270.75,6903.63,6828.5,4038.92
5821.66,27,0,Self_Employed,Tier_1,1746.5,0.0,259.63,822.19,400.59,221.76,283.93,380.8,249.14,0.0,172.32,9.61,559.51,1284.81,3228.9100000000003,1307.95
40448.29,59,1,Professional,Tier_2,8089.66,0.0,1511.07,4992.27,2063.13,1320.08,897.26,3160.18,1838.99,3050.49,602.49,12.18,4925.96,12922.67,19706.620000000003,7819.0
96114.96,32,2,Retired,Tier_3,14417.24,0.0,2538.45,13257.85,5227.42,2279.87,2679.66,6400.93,2962.51,6437.04,2058.4,13.73,13198.41,37855.59,41878.0,16381.37
18697.37,57,3,Professional,Tier_2,3739.47,1411.11,842.77,1898.04,1357.48,711.94,484.85,969.89,638.05,1416.59,422.17,9.88,1847.4,4804.99,9254.35,3226.9
42659.3,60,4,Self_Employed,Tier_1,12797.79,0.0,1140.73,4391.26,2154.91,926.0,1192.67,1824.85,1336.89,3236.26,960.68,11.9,5077.52,12697.26,23720.949999999997,6241.09
8556.42,20,1,Self_Employed,Tier_1,2566.93,0.0,397.11,909.52,428.63,216.81,392.99,385.08,426.28,427.92,153.86,9.36,800.91,2251.29,4730.11,1575.02
43248.73,32,3,Retired,Tier_2,8649.75,0.0,1328.9,4724.96,3385.03,1982.8,1957.07,1894.56,1665.44,3072.74,1232.37,10.41,4500.57,13355.11,21161.380000000005,8732.24
21900.11,62,3,Student,Tier_3,3285.02,3688.26,898.07,2344.61,1175.52,469.14,560.19,996.27,753.92,1337.6,519.32,5.39,1179.82,5872.19,9040.82,3298.84
16301.6,48,4,Retired,Tier_1,4890.48,2694.95,683.05,1907.51,932.43,468.21,554.94,906.19,733.06,1240.71,245.37,5.33,869.48,1044.7,9654.18,2907.77
16328.41,28,4,Self_Employed,Tier_2,3265.68,0.0,569.7,1884.96,924.29,557.51,439.74,1214.2,681.32,1524.79,313.0,9.04,1476.46,4953.23,8169.419999999999,3205.7700000000004
21896.09,63,1,Retired,Tier_3,3284.41,0.0,988.16,2426.21,1422.29,857.11,529.55,1112.59,813.43,2138.95,413.23,6.72,1472.35,7910.16,10260.02,3725.91
40737.3,56,4,Student,Tier_2,8147.46,4871.74,1266.62,4385.54,3228.88,1950.2,1793.33,2667.09,1889.46,2437.32,945.49,11.85,4827.81,7154.15,19465.82,9245.57
10500.96,36,3,Self_Employed,Tier_1,3150.29,0.0,478.69,1404.38,548.02,482.19,302.65,714.04,326.27,582.59,128.75,8.79,922.65,2383.09,6163.97,1953.9
21834.8,32,4,Student,Tier_3,3275.22,1695.24,809.92,2703.21,1666.99,770.77,709.85,1492.48,898.23,2181.15,334.63,5.41,1180.45,5297.11,10636.49,4205.96
29021.01,55,1,Professional,Tier_2,5804.2,3509.92,616.86,4283.32,1953.18,1067.37,777.12,2309.76,1296.0,1878.45,346.97,6.43,1867.07,5177.86,14536.010000000002,5797.22
12453.06,37,1,Professional,Tier_2,2490.61,1448.02,417.51,1758.48,873.98,526.3,380.2,591.79,397.34,1036.39,313.08,6.2,772.18,2219.35,6576.97,2208.7099999999996
126283.52,39,1,Retired,Tier_1,37885.06,9100.48,5624.72,17376.57,9276.17,4483.67,3693.1,7525.66,4670.48,8225.68,2516.5,18.54,15905.42,15905.42,78388.19999999998,22889.409999999996
15156.07,24,4,Self_Employed,Tier_2,3031.21,0.0,423.34,1580.57,1153.07,641.39,720.21,742.09,460.38,966.41,222.99,6.12,928.3,5214.4,7154.599999999999,2787.06
17560.43,31,2,Professional,Tier_2,3512.09,0.0,726.65,2554.3,1335.28,784.31,589.89,1263.21,682.5,1260.84,380.92,5.97,1049.09,4470.44,9389.16,3700.83
13715.84,21,1,Self_Employed,Tier_2,2743.17,0.0,459.91,2038.98,988.9,415.11,438.65,633.7,558.4,862.49,393.12,6.6,905.36,4183.41,7093.45,2438.9800000000005
126467.01,26,2,Self_Employed,Tier_2,25293.4,0.0,3706.99,13105.89,7687.83,3181.73,5414.81,6712.85,5699.39,10100.43,2515.41,22.37,28290.19,43048.28,59894.54,23524.190000000002
46689.61,56,0,Self_Employed,Tier_2,9337.92,0.0,2179.61,6625.63,3468.0,1360.83,1718.23,3549.04,1564.19,0.0,849.22,12.81,5981.65,16036.94,21611.16,9041.51
14181.29,42,1,Student,Tier_2,2836.26,0.0,487.81,1716.21,846.3,448.15,437.77,791.72,668.72,1251.83,261.53,9.54,1352.96,4434.99,7138.410000000001,2607.89
72688.46,64,2,Retired,Tier_2,14537.69,0.0,3099.01,8426.4,5048.44,3481.99,3433.84,3743.63,3472.16,4791.63,1186.61,12.67,9211.24,21467.06,35903.17,15318.23
35225.01,52,2,Student,Tier_1,10567.5,3678.89,1194.4,4715.84,2273.63,771.83,877.66,1948.76,1063.1,2832.92,751.61,5.4,1902.2,4548.86,21584.29,5412.959999999999
36855.33,54,3,Self_Employed,Tier_1,11056.6,0.0,1074.32,4267.43,2837.4,1672.4,1113.69,2108.3,1332.76,2796.36,453.56,7.1,2618.0,8142.51,22032.11,6680.710000000001
22773.91,44,2,Professional,Tier_3,3416.09,3921.43,1084.15,2403.1,1166.59,817.72,909.49,1162.64,879.94,1571.62,324.53,5.62,1280.79,5116.61,9641.55,4094.3200000000006
16472.04,45,3,Professional,Tier_1,4941.61,0.0,396.29,2222.15,1010.63,380.98,660.38,967.13,694.91,1099.17,217.69,9.11,1500.9,3881.09,9669.85,2921.09
39307.3,41,2,Professional,Tier_1,11792.19,0.0,1470.79,5220.53,1967.42,1032.74,1894.82,1867.22,1375.76,3044.48,607.97,8.56,3364.96,9033.39,23495.41,6778.51
19397.18,50,2,Retired,Tier_1,5819.15,2433.46,502.48,2704.35,1147.69,549.55,626.39,1542.44,721.34,1672.62,473.81,8.25,1203.9,1203.9,11846.29,3913.53
128329.59,50,0,Student,Tier_2,25665.92,0.0,3010.9,16430.51,6579.14,4223.69,4353.02,7785.25,4895.94,0.0,3438.13,24.52,31463.54,51947.08,51686.469999999994,24696.03
10867.37,33,2,Student,Tier_1,3260.21,754.32,248.48,1520.46,586.61,536.16,255.04,814.08,422.62,823.13,322.48,7.09,770.07,1323.78,6438.89,2350.3799999999997
102526.65,40,4,Retired,Tier_2,20505.33,18729.58,4410.71,10290.03,5816.57,2344.03,2196.9,5384.65,4032.51,5756.23,3031.61,15.31,15699.53,20028.49,46778.869999999995,16989.7
27443.86,63,4,Student,Tier_3,4116.58,0.0,764.28,3799.42,1589.28,560.74,794.1,2036.06,1079.48,2598.18,550.54,7.36,2018.61,9555.19,12867.74,5020.92
38109.59,28,4,Retired,Tier_2,7621.92,0.0,1412.87,4645.17,1994.25,1238.86,776.65,2036.26,1838.4,2761.03,937.0,6.8,2590.78,12847.16,18435.239999999998,6827.17
58423.81,63,0,Retired,Tier_1,17527.14,0.0,2032.01,7513.5,4531.45,1187.69,1587.59,2743.39,1845.15,0.0,731.18,11.2,6543.56,18724.71,31604.1,8095.0
18119.67,57,2,Professional,Tier_1,5435.9,2928.17,834.45,2617.92,1000.96,414.3,509.56,1114.76,717.71,1044.61,321.68,5.63,1019.32,1179.63,10933.84,3078.0099999999998
59895.18,36,0,Retired,Tier_1,17968.55,7874.96,2573.85,8312.2,3271.03,1884.94,2104.44,4635.82,2905.77,0.0,1570.88,13.82,6792.75,6792.75,32125.629999999997,13101.85
3438.94,51,2,Professional,Tier_1,1031.68,0.0,140.47,455.81,231.47,131.65,91.51,202.87,133.64,278.04,45.37,7.41,254.68,696.42,2137.4700000000003,605.04
16864.41,40,3,Professional,Tier_1,5059.32,0.0,793.54,1810.35,1107.41,558.27,621.18,1192.25,562.0,980.45,385.23,6.5,1096.03,3794.42,9751.07,3318.93
14324.15,27,0,Professional,Tier_3,2148.62,0.0,538.1,1612.99,959.78,433.69,395.61,868.78,592.92,0.0,378.54,7.91,1132.47,6395.13,5259.49,2669.54
11005.47,54,4,Student,Tier_2,2201.09,991.72,488.4,1292.16,610.49,449.1,391.08,829.87,445.86,887.17,296.48,9.24,1016.96,2122.03,5479.3099999999995,2412.39
25260.29,64,4,Retired,Tier_2,5052.06,1629.6,1152.14,3705.39,1645.43,893.44,955.88,1289.74,817.53,1842.86,633.02,5.65,1426.24,5643.2,13397.880000000001,4589.61
40845.53,18,4,Self_Employed,Tier_2,8169.11,6564.95,1801.07,5665.61,2045.93,1003.94,1497.66,3088.33,1874.64,2281.36,520.51,14.09,5754.91,6332.44,19963.079999999998,7985.080000000001
52632.06,19,2,Professional,Tier_2,10526.41,0.0,1648.47,6580.47,3326.46,1702.13,1974.71,2576.3,1693.13,3271.74,1574.98,11.56,6081.96,17757.25,25353.550000000003,9521.25
36375.62,39,2,Professional,Tier_2,7275.12,5241.5,1606.58,5018.0,2541.57,1756.82,1482.83,2469.24,1775.57,2496.43,727.31,8.31,3022.46,3984.64,18937.7,8211.77
17613.09,34,0,Student,Tier_3,2641.96,0.0,629.11,1992.97,1051.33,643.28,437.59,1012.54,673.08,0.0,375.47,8.18,1440.82,8155.77,6315.37,3141.96
40302.38,64,1,Student,Tier_1,12090.71,6970.17,1220.2,4332.15,2020.02,1184.29,1126.28,2795.01,1469.3,2627.3,1135.93,10.24,3331.01,3331.01,22290.379999999997,7710.81
33136.19,41,2,Professional,Tier_2,6627.24,5081.93,865.44,4285.95,2335.69,902.55,1331.96,2538.78,1215.92,2711.29,401.85,5.79,1919.94,4837.6,16825.61,6391.06
63436.68,38,1,Self_Employed,Tier_2,12687.34,4642.32,2587.22,7691.4,3647.61,1836.25,2561.25,2577.15,2558.63,3981.53,1094.69,11.37,7211.01,17571.3,30595.1,10627.970000000001
55854.31,57,1,Student,Tier_2,11170.86,0.0,1627.37,6866.95,3731.72,2449.53,1627.63,2801.17,2020.32,5429.84,1225.89,12.28,6856.98,16903.04,28826.739999999998,10124.54
30740.42,46,2,Student,Tier_3,4611.06,3623.32,858.18,3335.29,1709.64,1150.55,1104.79,2203.67,1001.83,2445.77,696.32,6.76,2077.06,8000.0,12959.940000000002,6157.16
14634.69,31,0,Retired,Tier_1,4390.41,1416.82,552.47,1729.86,892.25,374.7,460.49,787.19,594.23,0.0,201.86,9.1,1331.35,3234.42,7564.99,2418.4700000000003
17793.57,25,1,Student,Tier_2,3558.71,0.0,492.84,2646.77,1258.25,450.65,765.46,896.29,881.01,1648.82,492.42,5.78,1028.27,4702.34,9605.39,3485.83
19324.35,47,0,Student,Tier_1,5797.3,3474.87,571.32,2008.68,1372.29,475.6,707.4,905.24,892.94,0.0,337.86,9.13,1764.29,2780.85,9749.59,3319.04
23312.37,39,0,Retired,Tier_2,4662.47,2122.65,957.96,3478.13,1361.03,1020.84,785.58,1583.35,756.14,0.0,515.95,6.5,1514.22,6068.25,10459.59,4661.860000000001
37175.05,40,2,Professional,Tier_2,7435.01,4620.86,1493.82,4845.95,2915.14,1622.01,1624.87,2043.91,1189.12,2953.68,883.14,8.77,3261.04,5547.52,19643.6,7363.05
53161.63,57,1,Retired,Tier_3,7974.24,0.0,2545.63,6413.03,3733.78,1499.66,1990.84,4072.21,2326.39,3172.25,1245.85,11.65,6191.18,18187.74,23838.93,11134.949999999999
28797.9,30,0,Retired,Tier_2,5759.58,3808.59,1266.26,2882.62,1986.02,864.93,776.62,2049.1,1049.51,0.0,423.06,5.09,1466.24,7931.6,11894.480000000001,5163.219999999999
30389.5,45,1,Professional,Tier_2,6077.9,4370.14,919.29,3703.34,2339.47,1329.75,774.99,1830.08,1311.98,2299.57,682.48,9.92,3014.82,4750.51,15339.57,5929.28
33644.26,47,0,Professional,Tier_2,6728.85,4888.1,1141.36,4118.98,1969.69,1548.17,1095.1,1613.12,1200.35,0.0,738.44,8.84,2973.0,8602.1,13958.880000000001,6195.18
19855.34,22,2,Retired,Tier_2,3971.07,0.0,735.05,2219.69,1038.01,541.41,567.77,836.49,774.15,1947.61,453.66,7.81,1550.71,6770.43,9911.43,3173.48
14308.93,27,0,Self_Employed,Tier_1,4292.68,2101.2,457.13,2044.39,972.33,398.02,308.97,708.83,489.51,0.0,331.87,7.53,1077.42,2204.0,7766.530000000001,2237.2
7365.8,56,2,Student,Tier_3,1104.87,760.94,364.95,874.88,405.35,228.36,341.62,570.69,324.0,451.16,137.67,7.48,551.19,1801.32,3201.2099999999996,1602.3400000000001
17202.9,26,2,Student,Tier_2,3440.58,0.0,361.45,1815.86,1011.63,757.3,346.93,1343.45,609.05,1356.82,234.18,7.94,1365.43,5925.65,7986.339999999999,3290.9100000000003
43803.5,31,1,Student,Tier_2,8760.7,0.0,1724.75,6226.24,2635.11,965.79,1310.7,3459.34,1508.77,2729.59,679.37,12.25,5367.71,13803.15,22076.390000000003,7923.97
17096.41,55,1,Professional,Tier_3,2564.46,2151.81,657.69,2270.78,1351.21,773.08,464.39,887.29,847.68,1283.57,507.77,8.66,1481.1,3336.69,8127.710000000001,3480.2099999999996
24802.68,27,1,Student,Tier_1,7440.8,1457.53,1189.94,2544.45,1862.97,1089.56,951.53,1592.61,881.84,1587.85,272.08,8.57,2125.3,3931.52,14626.010000000002,4787.62
43568.85,50,3,Professional,Tier_2,8713.77,5625.61,2049.68,4516.54,2937.14,1370.41,2037.95,3120.04,1853.52,2894.1,989.41,13.02,5671.7,7460.67,21111.23,9371.33
45501.67,28,1,Professional,Tier_2,9100.33,6520.9,2164.13,6767.96,3383.96,1265.16,1658.2,2181.68,1906.13,4472.93,1013.36,11.58,5066.92,5066.92,25889.31,8024.53
12648.91,57,1,Self_Employed,Tier_3,1897.34,0.0,628.37,1813.6,813.79,360.18,423.98,678.86,400.0,888.08,371.71,9.61,1215.92,4373.0,6041.179999999999,2234.73
66609.34,23,0,Student,Tier_2,13321.87,10767.85,1986.27,9598.6,4087.42,2734.78,3223.07,4212.92,2025.31,0.0,1720.33,11.8,7859.58,12930.93,28994.16,13916.41
73926.95,34,3,Professional,Tier_2,14785.39,0.0,2564.22,7750.44,3758.96,2744.27,1814.06,3007.22,2928.3,4229.8,2168.53,10.52,7776.34,28175.78,33088.81,12662.38
12149.86,53,3,Student,Tier_2,2429.97,875.95,311.23,1289.8,923.84,423.99,538.5,764.47,595.62,613.31,299.07,6.16,748.3,3084.1,5568.15,2621.65
15519.97,23,0,Professional,Tier_1,4655.99,0.0,689.62,2318.07,1063.67,661.1,397.74,655.77,677.13,0.0,331.4,9.44,1464.96,4069.46,8727.35,2723.1400000000003
77794.44,64,1,Retired,Tier_2,15558.89,0.0,2893.83,11636.14,4371.4,2316.21,2620.24,4177.88,2775.59,7299.16,819.79,11.33,8816.46,23325.3,41759.42,12709.710000000001
26674.67,27,4,Professional,Tier_2,5334.93,3814.03,1085.03,3290.84,2051.7,1111.28,1148.53,1925.26,907.08,2240.89,725.63,5.04,1344.65,3039.46,14003.390000000001,5817.78
5080.32,59,2,Professional,Tier_1,1524.1,0.0,111.0,693.68,295.08,188.47,140.56,297.99,155.35,257.96,69.01,8.45,429.36,1347.14,2881.8199999999997,851.3800000000001
9790.89,22,3,Professional,Tier_3,1468.63,0.0,213.1,1339.59,703.59,224.91,389.73,777.44,479.73,746.8,257.97,6.92,677.66,3189.4,4471.71,2129.78
24574.31,36,0,Retired,Tier_2,4914.86,0.0,546.7,3673.9,1794.32,1169.99,878.8,1727.8,859.78,0.0,259.34,9.23,2267.67,8748.83,10929.78,4895.71
